Census year,Construction year,Number of floors (above ground),Predominant space use,x,y,Latitude,longitude
2017,,2,House/Townhouse,144.9441,-37.7921,-37.79207273,144.9440643
2017,1870,2,House/Townhouse,144.9728,-37.7969,-37.79685022,144.9727565
2017,1895,1,House/Townhouse,144.9318,-37.7936,-37.7935729,144.9317791
2017,1910,7,Residential Apartment,144.9627,-37.8179,-37.81785991,144.9627447
2017,1900,2,Retail - Shop,144.958,-37.8098,-37.80975785,144.9579764
2017,,1,House/Townhouse,144.9229,-37.7936,-37.79357496,144.9229343
2017,1999,2,House/Townhouse,144.9189,-37.7966,-37.79656705,144.918879
2017,,2,Retail - Shop,144.9509,-37.803,-37.80298881,144.9509269
2017,1900,1,House/Townhouse,144.9287,-37.7935,-37.79352259,144.928657
2017,,1,House/Townhouse,144.9277,-37.7953,-37.79525385,144.9276568
2017,,2,House/Townhouse,144.9519,-37.801,-37.80095135,144.9519117
2017,1920,3,Office,144.9664,-37.8113,-37.81133136,144.966354
2017,2001,5,Residential Apartment,144.9547,-37.801,-37.80103434,144.9547346
2017,,2,House/Townhouse,144.9851,-37.8416,-37.84163136,144.9850655
2017,,1,House/Townhouse,144.9733,-37.7932,-37.7932073,144.9733423
2017,,2,House/Townhouse,144.9739,-37.794,-37.79401451,144.9738736
2017,2012,6,Residential Apartment,144.9801,-37.818,-37.81803388,144.9801188
2017,,2,House/Townhouse,144.9708,-37.7993,-37.79927442,144.9708082
2017,,1,House/Townhouse,144.943,-37.8041,-37.80411128,144.9429674
2017,1910,1,Unoccupied - Unused,144.9618,-37.8094,-37.80942344,144.9618157
2017,2000,4,House/Townhouse,144.9468,-37.8094,-37.80939168,144.9468429
2017,,1,House/Townhouse,144.9738,-37.7996,-37.79960304,144.9737966
2017,2009,2,Retail - Shop,144.9157,-37.7823,-37.7822713,144.9156733
2017,1900,1,House/Townhouse,144.9339,-37.7909,-37.79092671,144.9339282
2017,,2,House/Townhouse,144.971,-37.7979,-37.7979429,144.9710424
2017,1985,2,Entertainment/Recreation - Indoor,144.9668,-37.7995,-37.79954246,144.9668269
2017,,1,House/Townhouse,144.9465,-37.8055,-37.80549902,144.9465209
2017,,1,House/Townhouse,144.9428,-37.7964,-37.79640799,144.9428457
2017,,2,House/Townhouse,144.9906,-37.8115,-37.8114764,144.9906241
2017,1920,3,Retail - Shop,144.9642,-37.8158,-37.8158464,144.9642413
2017,,2,House/Townhouse,144.9803,-37.8373,-37.83726755,144.9802962
2017,,1,House/Townhouse,144.9424,-37.789,-37.78902825,144.9424393
2017,,2,House/Townhouse,144.983,-37.8349,-37.83488172,144.9830235
2017,1970,2,Unoccupied - Unused,144.9415,-37.8246,-37.82456676,144.9414557
2017,2008,6,Residential Apartment,144.9379,-37.8132,-37.81316939,144.9378512
2017,1906,2,Unoccupied - Unused,144.95,-37.8109,-37.81089027,144.9499526
2017,,2,Residential Apartment,144.9868,-37.8128,-37.81280663,144.986764
2017,,1,House/Townhouse,144.9902,-37.8133,-37.81331608,144.9901983
2017,,1,House/Townhouse,144.9453,-37.7971,-37.79713906,144.9453357
2017,1970,2,Office,144.9584,-37.7866,-37.78655991,144.9583645
2017,1986,9,Office,144.9663,-37.8307,-37.83069486,144.966274
2017,,1,House/Townhouse,144.9497,-37.8014,-37.80138827,144.9496535
2017,,2,House/Townhouse,144.9656,-37.798,-37.79797643,144.9656348
2017,1940,2,Commercial Accommodation,144.9863,-37.8378,-37.83781618,144.9862859
2017,2003,24,Office,144.9657,-37.8107,-37.81067862,144.9657001
2017,1900,1,House/Townhouse,144.928,-37.7935,-37.79349301,144.9279999
2017,,1,House/Townhouse,144.9455,-37.7947,-37.79470508,144.945522
2017,,1,House/Townhouse,144.9461,-37.7955,-37.79547752,144.946092
2017,2006,2,House/Townhouse,144.9415,-37.7763,-37.776328,144.9415289
2017,,2,House/Townhouse,144.951,-37.8006,-37.80059788,144.9510003
2017,,2,Commercial Accommodation,144.9833,-37.8143,-37.81430106,144.9832906
2017,1883,2,Entertainment/Recreation - Indoor,144.9573,-37.8192,-37.81918403,144.9573222
2017,2013,17,Residential Apartment,144.9635,-37.8048,-37.80483701,144.9635299
2017,,1,House/Townhouse,144.9502,-37.7981,-37.79811945,144.9501629
2017,1900,1,House/Townhouse,144.9339,-37.7891,-37.78914398,144.9339245
2017,,1,House/Townhouse,144.9285,-37.7986,-37.79859777,144.9285247
2017,1889,2,Residential Apartment,144.9566,-37.7946,-37.79455742,144.9566201
2017,,2,House/Townhouse,144.9722,-37.8,-37.80003635,144.9722041
2017,,3,House/Townhouse,144.9212,-37.7953,-37.79526991,144.9212406
2017,1910,2,Entertainment/Recreation - Indoor,144.9484,-37.7951,-37.79508409,144.9484226
2017,,2,House/Townhouse,144.9571,-37.7967,-37.79673624,144.9571038
2017,1945,1,House/Townhouse,144.9393,-37.7905,-37.79047019,144.9393112
2017,2000,3,House/Townhouse,144.9468,-37.8093,-37.8093317,144.9467695
2017,1988,4,Commercial Accommodation,144.9577,-37.8194,-37.81937994,144.957712
2017,,1,House/Townhouse,144.9515,-37.8044,-37.80439209,144.9514867
2017,,2,House/Townhouse,144.9218,-37.7927,-37.79272079,144.9217746
2017,,2,House/Townhouse,144.939,-37.7778,-37.77775143,144.9390061
2017,1904,2,Entertainment/Recreation - Indoor,144.9668,-37.8031,-37.80305852,144.9667799
2017,,1,House/Townhouse,144.9713,-37.7955,-37.79548376,144.9713005
2017,1985,1,Workshop/Studio,144.944,-37.8068,-37.80683644,144.9440432
2017,1960,4,Residential Apartment,144.9465,-37.8002,-37.8002305,144.9465332
2017,,1,House/Townhouse,144.926,-37.7928,-37.79275565,144.9259909
2017,2002,2,House/Townhouse,144.9228,-37.7966,-37.79659741,144.9228164
2017,1901,1,House/Townhouse,144.9729,-37.7943,-37.79426279,144.9728699
2017,1927,12,Office,144.965,-37.8166,-37.81659188,144.9649735
2017,1910,1,House/Townhouse,144.9256,-37.7916,-37.79163148,144.9256484
2017,,2,House/Townhouse,144.9565,-37.7938,-37.7938268,144.9565478
2017,1978,4,Residential Apartment,144.9592,-37.78,-37.78004463,144.9591679
2017,,2,House/Townhouse,144.9864,-37.8139,-37.81386122,144.9863712
2017,,2,House/Townhouse,144.9825,-37.8356,-37.83557945,144.9825222
2017,2006,13,Residential Apartment,144.9602,-37.8085,-37.80845867,144.9601657
2017,,1,House/Townhouse,144.9739,-37.7941,-37.79410066,144.9738586
2017,,2,House/Townhouse,144.9722,-37.7953,-37.79533746,144.9722265
2017,1910,2,Entertainment/Recreation - Indoor,144.9646,-37.812,-37.81195427,144.9645749
2017,,1,House/Townhouse,144.9427,-37.7917,-37.79172806,144.9426591
2017,1888,3,Retail - Shop,144.9689,-37.8106,-37.81060094,144.9689232
2017,,1,House/Townhouse,144.9879,-37.8131,-37.81305319,144.9879269
2017,1945,5,Educational/Research,144.9646,-37.8082,-37.80821792,144.9645663
2017,1900,1,House/Townhouse,144.9425,-37.7906,-37.79062257,144.9424591
2017,2012,3,House/Townhouse,144.9399,-37.8231,-37.82314222,144.9398742
2017,1988,4,Educational/Research,144.9673,-37.8014,-37.8013745,144.967335
2017,2000,1,Manufacturing,144.9018,-37.83,-37.82997653,144.9017936
2017,,1,House/Townhouse,144.9223,-37.7934,-37.79336702,144.9223436
2017,2002,2,House/Townhouse,144.9197,-37.7954,-37.79536636,144.9196881
2017,,1,House/Townhouse,144.9852,-37.8347,-37.83465139,144.9852197
2017,,1,House/Townhouse,144.9474,-37.7959,-37.79589889,144.9473659
2017,2014,3,Residential Apartment,144.9809,-37.8342,-37.83415944,144.9808686
2017,2002,1,House/Townhouse,144.9278,-37.7947,-37.79470846,144.9277506
2017,,1,House/Townhouse,144.9474,-37.8054,-37.8054436,144.9473754
2017,,2,House/Townhouse,144.9799,-37.8364,-37.83638836,144.9798509
2017,1989,1,House/Townhouse,144.93,-37.7948,-37.79477101,144.9299583
2017,2000,2,House/Townhouse,144.9197,-37.7966,-37.79656537,144.9197184
2017,2003,2,House/Townhouse,144.9652,-37.8042,-37.80421076,144.9652158
2017,,1,House/Townhouse,144.9735,-37.7964,-37.7963869,144.9735396
2017,1901,2,Office,144.9696,-37.8107,-37.81067064,144.9695875
2017,1952,2,Equipment Installation,144.9536,-37.8157,-37.81572245,144.953578
2017,1890,2,"Performances, Conferences, Ceremonies",144.9612,-37.8046,-37.80457528,144.9611585
2017,1936,12,Office,144.966,-37.8154,-37.81539796,144.9659723
2017,1901,3,Storage,144.966,-37.8137,-37.81368388,144.9660178
2017,1890,2,Retail - Shop,144.9668,-37.7998,-37.79982828,144.9667784
2017,,1,House/Townhouse,144.9796,-37.8355,-37.83547173,144.9796445
2017,1999,2,Office,144.9312,-37.8235,-37.82351749,144.9311873
2017,,1,House/Townhouse,144.9218,-37.7937,-37.79366787,144.9218159
2017,,2,House/Townhouse,144.9883,-37.81,-37.81001887,144.9882794
2017,,1,House/Townhouse,144.975,-37.795,-37.79503647,144.9750137
2017,,2,House/Townhouse,144.9663,-37.7976,-37.79762618,144.9662703
2017,,4,Residential Apartment,144.986,-37.8343,-37.83426094,144.9859673
2017,,2,Residential Apartment,144.9202,-37.7977,-37.79770268,144.9202175
2017,1970,1,Unoccupied - Unused,144.9404,-37.804,-37.80400632,144.940377
2017,1939,4,Retail - Shop,144.9617,-37.8138,-37.81376219,144.9617274
2017,1890,2,Entertainment/Recreation - Indoor,144.9671,-37.7978,-37.79777441,144.9671259
2017,,1,House/Townhouse,144.9891,-37.8116,-37.81164378,144.9890601
2017,,1,House/Townhouse,144.9265,-37.7945,-37.79451761,144.9264579
2017,1989,3,Residential Apartment,144.9849,-37.8301,-37.83011074,144.98489
2017,0,1,Entertainment/Recreation - Indoor,144.9391,-37.7927,-37.79274903,144.9391289
2017,1930,3,Residential Apartment,144.9435,-37.8043,-37.80427368,144.9435466
2017,2014,1,Office,144.9161,-37.8004,-37.80038689,144.9160826
2017,,2,House/Townhouse,144.9725,-37.799,-37.79901494,144.972464
2017,,1,House/Townhouse,144.9442,-37.809,-37.80900595,144.9442101
2017,,1,House/Townhouse,144.9264,-37.7936,-37.79362377,144.9264355
2017,,1,House/Townhouse,144.9677,-37.8002,-37.80024249,144.9676624
2017,1880,2,Retail - Showroom,144.9439,-37.8052,-37.80520807,144.9438545
2017,,2,House/Townhouse,144.9233,-37.7949,-37.79489065,144.9233296
2017,1900,1,House/Townhouse,144.9283,-37.7934,-37.79342598,144.9282603
2017,,2,House/Townhouse,144.9496,-37.8017,-37.80168614,144.9495682
2017,,1,House/Townhouse,144.9288,-37.7973,-37.7973165,144.9288066
2017,2003,19,Residential Apartment,144.9525,-37.8229,-37.82288363,144.952521
2017,1925,14,Office,144.9633,-37.8156,-37.81556658,144.9633005
2017,1960,2,Storage,144.9547,-37.8064,-37.80642181,144.954703
2017,,1,House/Townhouse,144.947,-37.8052,-37.80518197,144.9469728
2017,1920,2,Retail - Shop,144.9668,-37.817,-37.81698215,144.9667915
2017,1970,2,Storage,144.9588,-37.8035,-37.80349461,144.9588235
2017,2010,6,Office,144.9533,-37.8117,-37.81166329,144.9532516
2017,2012,6,Residential Apartment,144.9662,-37.7936,-37.79362198,144.9662462
2017,1863,2,Office,144.9486,-37.8024,-37.8023637,144.9485543
2017,,1,House/Townhouse,144.9285,-37.7964,-37.7964154,144.9285007
2017,1890,2,Office,144.9296,-37.7941,-37.79412091,144.9295618
2017,1882,2,House/Townhouse,144.955,-37.7946,-37.79457316,144.9550487
2017,,2,House/Townhouse,144.9496,-37.8018,-37.80177909,144.9495515
2017,2013,3,House/Townhouse,144.9472,-37.8009,-37.80092323,144.9472022
2017,1856,2,Entertainment/Recreation - Indoor,144.9645,-37.8045,-37.80448532,144.9645059
2017,1860,4,Student Accommodation,144.9651,-37.8008,-37.80077073,144.9651026
2017,1962,2,Unoccupied - Unused,144.9514,-37.81,-37.80997278,144.9514129
2017,2011,8,Residential Apartment,144.9701,-37.793,-37.79297896,144.9701474
2017,,1,Unoccupied - Unused,144.9296,-37.8211,-37.82105054,144.9296343
2017,,1,House/Townhouse,144.9282,-37.7949,-37.79494579,144.9281787
2017,,1,House/Townhouse,144.9485,-37.8068,-37.80681747,144.9485118
2017,1878,2,House/Townhouse,144.9486,-37.8088,-37.80883479,144.9486333
2017,,2,House/Townhouse,144.9716,-37.8007,-37.8006745,144.9716046
2017,,1,House/Townhouse,144.9503,-37.8006,-37.80063924,144.950344
2017,2007,11,Office,144.9494,-37.82,-37.81999949,144.9493749
2017,,2,House/Townhouse,144.9202,-37.7958,-37.79575585,144.9201949
2017,,2,House/Townhouse,144.9397,-37.7945,-37.79454052,144.939737
2017,,1,House/Townhouse,144.9558,-37.8052,-37.80523984,144.9557643
2017,,1,House/Townhouse,144.9439,-37.7973,-37.79734168,144.9438532
2017,2014,47,Residential Apartment,144.9535,-37.8154,-37.81541879,144.953522
2017,2011,2,House/Townhouse,144.9382,-37.8229,-37.82286528,144.9381533
2017,1990,2,House/Townhouse,144.9485,-37.8042,-37.80420035,144.9485477
2017,1900,2,House/Townhouse,144.9336,-37.7906,-37.79056271,144.933639
2017,1900,1,House/Townhouse,144.9319,-37.7925,-37.79249219,144.9319465
2017,,2,House/Townhouse,144.9813,-37.8355,-37.83547014,144.9812829
2017,,2,House/Townhouse,144.967,-37.8056,-37.80563339,144.9670115
2017,,2,Educational/Research,144.9072,-37.8272,-37.82721134,144.9072331
2017,,2,House/Townhouse,144.9191,-37.797,-37.7969787,144.9191423
2017,2001,2,House/Townhouse,144.9307,-37.7891,-37.78908243,144.9306729
2017,1960,1,Educational/Research,144.9693,-37.794,-37.79399885,144.9692764
2017,1891,3,House/Townhouse,144.9673,-37.8043,-37.80429034,144.9673409
2017,1910,1,Unoccupied - Unused,144.9433,-37.8013,-37.80126512,144.9433438
2017,2002,4,Public Display Area,144.9705,-37.8178,-37.81777783,144.9705233
2017,2014,3,Residential Apartment,144.9879,-37.8187,-37.81871824,144.9879206
2017,1971,6,Student Accommodation,144.9558,-37.8014,-37.8014349,144.9558469
2017,1878,1,Retail - Stall,144.9577,-37.8076,-37.80762482,144.9576703
2017,,2,House/Townhouse,144.9494,-37.7997,-37.79966478,144.949396
2017,2006,3,House/Townhouse,144.9222,-37.7916,-37.79162026,144.9221956
2017,,3,Office,144.9792,-37.8175,-37.81750017,144.9791902
2017,,1,House/Townhouse,144.9476,-37.804,-37.80402477,144.9475704
2017,,1,House/Townhouse,144.9491,-37.8004,-37.80040076,144.9491057
2017,,4,Residential Apartment,144.9775,-37.8167,-37.8166576,144.9774602
2017,,1,House/Townhouse,144.932,-37.7958,-37.7957604,144.9319588
2017,1986,7,Office,144.9585,-37.8108,-37.81077671,144.9584699
2017,,2,House/Townhouse,144.9885,-37.8178,-37.81784076,144.9884882
2017,2003,3,House/Townhouse,144.9174,-37.7929,-37.79292385,144.9173546
2017,,1,House/Townhouse,144.9736,-37.7957,-37.79572939,144.9735814
2017,,1,House/Townhouse,144.9573,-37.7942,-37.79423535,144.9573062
2017,,2,House/Townhouse,144.9189,-37.7949,-37.79489467,144.9188645
2017,1901,2,Entertainment/Recreation - Indoor,144.9725,-37.8113,-37.81126222,144.9724607
2017,,2,House/Townhouse,144.9651,-37.7967,-37.7966536,144.9650898
2017,,1,House/Townhouse,144.9659,-37.7966,-37.79659,144.9658542
2017,,1,House/Townhouse,144.9656,-37.7951,-37.79507955,144.9656126
2017,,1,Office,144.9469,-37.808,-37.80804101,144.9469493
2017,1931,6,Unoccupied - Unused,144.9596,-37.8149,-37.81486141,144.9595997
2017,1969,3,Residential Apartment,144.9648,-37.8008,-37.80083159,144.9648159
2017,1933,1,Equipment Installation,144.9794,-37.8326,-37.83260516,144.9793599
2017,,2,House/Townhouse,144.9472,-37.7947,-37.79469691,144.9472471
2017,,1,House/Townhouse,144.9791,-37.836,-37.83603213,144.9790556
2017,1883,2,Office,144.9662,-37.8121,-37.81206403,144.9661557
2017,1970,4,Office,144.9525,-37.8075,-37.80746516,144.9524591
2017,,1,House/Townhouse,144.9419,-37.788,-37.78804735,144.9418846
2017,,2,House/Townhouse,144.9177,-37.7954,-37.79543418,144.9177044
2017,,1,House/Townhouse,144.9735,-37.7964,-37.7963802,144.9734746
2017,1946,2,Office,144.9504,-37.8028,-37.80276296,144.9504349
2017,,1,House/Townhouse,144.9462,-37.8095,-37.80947036,144.9461895
2017,,2,Educational/Research,144.953,-37.8133,-37.81330522,144.9529897
2017,1994,2,Residential Apartment,144.9673,-37.795,-37.79504446,144.9672529
2017,2012,2,Residential Apartment,144.9535,-37.8022,-37.8021706,144.9535059
2017,2013,2,House/Townhouse,144.9308,-37.7917,-37.79165081,144.9307827
2017,,2,House/Townhouse,144.9439,-37.7972,-37.79718952,144.9438526
2017,,1,House/Townhouse,144.9721,-37.8002,-37.80015348,144.9721184
2017,,1,House/Townhouse,144.9547,-37.8067,-37.8067411,144.9546997
2017,1990,9,Residential Apartment,144.9848,-37.81,-37.80995953,144.9848384
2017,,2,House/Townhouse,144.9196,-37.7935,-37.79351307,144.9196106
2017,,1,House/Townhouse,144.9505,-37.8081,-37.80811793,144.9505455
2017,1911,4,Retail - Showroom,144.9686,-37.8162,-37.81621935,144.9685715
2017,1900,3,Office,144.9456,-37.8109,-37.8108688,144.9455817
2017,,1,House/Townhouse,144.9301,-37.7977,-37.79765244,144.9301425
2017,1945,5,Retail - Shop,144.9653,-37.8134,-37.81339856,144.9653367
2017,1888,4,Residential Apartment,144.9578,-37.783,-37.78295737,144.9578131
2017,1882,2,Entertainment/Recreation - Indoor,144.9667,-37.8004,-37.8004199,144.9666501
2017,,1,House/Townhouse,144.9486,-37.8068,-37.80678583,144.9485545
2017,1980,2,Office,144.9639,-37.8043,-37.80433096,144.9638675
2017,1960,1,House/Townhouse,144.9324,-37.7926,-37.79256298,144.9324254
2017,,1,House/Townhouse,144.9308,-37.7973,-37.79728882,144.9307626
2017,,2,Residential Apartment,144.9839,-37.8143,-37.81430547,144.9838736
2017,,1,Office,144.9533,-37.8048,-37.80477638,144.9532998
2017,1995,4,House/Townhouse,144.9541,-37.8082,-37.80820597,144.9540873
2017,2011,10,Hospital/Clinic,144.9495,-37.7938,-37.7938185,144.9495226
2017,,1,House/Townhouse,144.942,-37.788,-37.78795281,144.9420027
2017,,1,House/Townhouse,144.9488,-37.7978,-37.79784357,144.9487926
2017,,2,Commercial Accommodation,144.9894,-37.816,-37.81603039,144.9893553
2017,1938,2,Unoccupied - Unused,144.9667,-37.8219,-37.82185237,144.9666707
2017,1990,2,House/Townhouse,144.9255,-37.7905,-37.7905157,144.925529
2017,2000,2,Office,144.9138,-37.8008,-37.80077929,144.913801
2017,,1,House/Townhouse,144.9244,-37.7944,-37.79440905,144.9243592
2017,1970,2,Unoccupied - Unused,144.9328,-37.8033,-37.80332489,144.9327629
2017,1905,1,House/Townhouse,144.9313,-37.794,-37.79395377,144.9313211
2017,,1,House/Townhouse,144.9294,-37.7959,-37.79590357,144.9293741
2017,,1,Equipment Installation,144.9401,-37.8232,-37.82315461,144.9400555
2017,,2,House/Townhouse,144.9718,-37.7989,-37.79893606,144.9717862
2017,2007,2,Manufacturing,144.9301,-37.7996,-37.79960343,144.9300792
2017,1900,2,House/Townhouse,144.9333,-37.7918,-37.79177539,144.9332946
2017,,1,House/Townhouse,144.9738,-37.7983,-37.79830996,144.9737696
2017,,2,House/Townhouse,144.9227,-37.7921,-37.79208711,144.9227456
2017,,1,House/Townhouse,144.9738,-37.7983,-37.79829042,144.97382
2017,,7,Educational/Research,144.9612,-37.7969,-37.79688289,144.9611833
2017,1854,1,Entertainment/Recreation - Indoor,144.958,-37.7915,-37.79153617,144.9580062
2017,,2,Entertainment/Recreation - Indoor,144.947,-37.8074,-37.80740716,144.9469876
2017,,1,House/Townhouse,144.9247,-37.7937,-37.79370656,144.9246684
2017,2009,4,Institutional Accommodation,144.9842,-37.8123,-37.81228396,144.9841787
2017,1873,2,Residential Apartment,144.9576,-37.7953,-37.7952875,144.9575632
2017,2000,3,House/Townhouse,144.9219,-37.7952,-37.79517399,144.9219491
2017,1982,6,Hospital/Clinic,144.9793,-37.8446,-37.84459258,144.9792708
2017,1930,2,Office,144.96,-37.8028,-37.80278963,144.9599784
2017,1997,3,Residential Apartment,144.974,-37.8009,-37.80090978,144.9740155
2017,,2,House/Townhouse,144.9714,-37.7987,-37.79870039,144.9713635
2017,,3,Residential Apartment,144.9413,-37.7904,-37.79044456,144.9412633
2017,,2,House/Townhouse,144.9891,-37.812,-37.81196018,144.9890645
2017,1935,2,Educational/Research,144.9621,-37.8008,-37.80076051,144.9621325
2017,,1,House/Townhouse,144.927,-37.7942,-37.79419957,144.9269918
2017,1946,1,"Performances, Conferences, Ceremonies",144.9364,-37.7893,-37.78926191,144.9364212
2017,,1,House/Townhouse,144.9517,-37.8016,-37.80164142,144.9516938
2017,2006,4,House/Townhouse,144.9505,-37.8016,-37.80161986,144.9505488
2017,1875,2,Retail - Shop,144.9665,-37.8019,-37.80191052,144.9664827
2017,2013,15,Residential Apartment,144.968,-37.83,-37.82998243,144.9679586
2017,2013,3,House/Townhouse,144.9316,-37.7922,-37.79222676,144.9316254
2017,,1,House/Townhouse,144.9728,-37.793,-37.79297757,144.9727719
2017,,1,House/Townhouse,144.9452,-37.8091,-37.80909304,144.945199
2017,1945,2,Office,144.9777,-37.8095,-37.80946173,144.9777272
2017,,1,House/Townhouse,144.9552,-37.796,-37.79597667,144.9551553
2017,1890,2,Entertainment/Recreation - Indoor,144.9712,-37.8117,-37.81165108,144.971163
2017,,2,House/Townhouse,144.9866,-37.8332,-37.83316287,144.9865625
2017,1940,2,House/Townhouse,144.9824,-37.8362,-37.83615223,144.982403
2017,,1,House/Townhouse,144.9244,-37.7944,-37.7943778,144.9244143
2017,1990,2,House/Townhouse,144.9406,-37.7903,-37.7903418,144.9405647
2017,1920,4,Office,144.9625,-37.8153,-37.81532066,144.9625336
2017,1868,2,Office,144.967,-37.8063,-37.80630247,144.9670444
2017,1900,1,House/Townhouse,144.9275,-37.7919,-37.79185409,144.9274627
2017,2011,2,House/Townhouse,144.9382,-37.8228,-37.82279018,144.9381804
2017,1876,1,Retail - Shop,144.9669,-37.7992,-37.79920313,144.9668853
2017,1997,2,House/Townhouse,144.9235,-37.7894,-37.78941419,144.9235028
2017,,2,House/Townhouse,144.9559,-37.8044,-37.80436903,144.9559228
2017,,2,House/Townhouse,144.9537,-37.8038,-37.80376466,144.9537395
2017,1859,4,Retail - Shop,144.9633,-37.8136,-37.81360405,144.9632886
2017,,1,House/Townhouse,144.9439,-37.7957,-37.79566141,144.943926
2017,1999,2,House/Townhouse,144.9343,-37.7915,-37.79153627,144.9342577
2017,1930,2,Residential Apartment,144.9544,-37.7953,-37.79532677,144.9543587
2017,1995,15,Office,144.9647,-37.8207,-37.82070322,144.9647327
2017,,2,House/Townhouse,144.9193,-37.7972,-37.79719041,144.9193357
2017,,2,House/Townhouse,144.9519,-37.8036,-37.80355113,144.9519088
2017,1865,1,Storage,144.9664,-37.8119,-37.81185801,144.9664022
2017,,2,Workshop/Studio,144.9515,-37.8042,-37.80418274,144.9515215
2017,1901,2,Entertainment/Recreation - Indoor,144.9599,-37.8112,-37.81123367,144.9598679
2017,2003,3,House/Townhouse,144.9169,-37.7932,-37.7932295,144.9168667
2017,2011,2,Storage,144.9088,-37.825,-37.82497215,144.908816
2017,1923,6,Office,144.968,-37.8131,-37.81310929,144.9679681
2017,1920,8,Office,144.9714,-37.8147,-37.81471648,144.9714355
2017,1916,3,Unoccupied - Unused,144.9722,-37.8112,-37.81116347,144.9721534
2017,,2,House/Townhouse,144.9749,-37.7959,-37.79588889,144.974891
2017,2014,6,Residential Apartment,144.9489,-37.8093,-37.80925458,144.9488999
2017,1880,2,Entertainment/Recreation - Indoor,144.9609,-37.8024,-37.8024323,144.960916
2017,,1,House/Townhouse,144.9428,-37.8027,-37.8027331,144.9427651
2017,1900,1,House/Townhouse,144.9306,-37.79,-37.78995187,144.9306203
2017,2003,3,House/Townhouse,144.9172,-37.793,-37.79298956,144.9172497
2017,,2,House/Townhouse,144.9689,-37.8001,-37.80005168,144.9688847
2017,1900,1,House/Townhouse,144.928,-37.793,-37.79303771,144.9280114
2017,1870,2,Retail - Shop,144.9655,-37.8067,-37.80671434,144.9654726
2017,1900,1,House/Townhouse,144.9389,-37.7904,-37.79042838,144.9389094
2017,,1,House/Townhouse,144.9793,-37.8345,-37.83448987,144.979285
2017,1992,2,House/Townhouse,144.9276,-37.7898,-37.78983583,144.9276104
2017,1950,3,Residential Apartment,144.9864,-37.8374,-37.83744196,144.9863993
2017,,1,House/Townhouse,144.9699,-37.7995,-37.79952156,144.9698674
2017,1880,2,Entertainment/Recreation - Indoor,144.9661,-37.8037,-37.80366227,144.9661185
2017,1922,4,Residential Apartment,144.9686,-37.8129,-37.81292566,144.9686292
2017,,2,House/Townhouse,144.9219,-37.7906,-37.79063527,144.9219482
2017,2006,2,House/Townhouse,144.9413,-37.7781,-37.77808215,144.9412976
2017,1907,8,Office,144.9703,-37.8161,-37.81614217,144.9702949
2017,,1,House/Townhouse,144.9509,-37.7977,-37.79773139,144.950887
2017,1973,6,Office,144.9624,-37.8234,-37.82337772,144.9624041
2017,,1,House/Townhouse,144.9721,-37.7948,-37.79484374,144.9721128
2017,,2,House/Townhouse,144.985,-37.815,-37.81500751,144.9850222
2017,,1,House/Townhouse,144.9513,-37.806,-37.80597027,144.9513351
2017,,2,House/Townhouse,144.9855,-37.8397,-37.83971801,144.9855245
2017,,1,House/Townhouse,144.9494,-37.7978,-37.79775827,144.9493576
2017,1960,3,Residential Apartment,144.9808,-37.8351,-37.8350881,144.9807622
2017,1988,2,Office,144.9515,-37.8086,-37.80862204,144.9515213
2017,,1,House/Townhouse,144.9258,-37.7949,-37.79493318,144.9257742
2017,,2,Residential Apartment,144.9872,-37.8304,-37.83041737,144.9872438
2017,1997,2,House/Townhouse,144.924,-37.7888,-37.78879283,144.9239917
2017,,2,House/Townhouse,144.9903,-37.8114,-37.81144427,144.9903397
2017,1991,2,House/Townhouse,144.9259,-37.7892,-37.78924975,144.9259329
2017,,1,House/Townhouse,144.9307,-37.7964,-37.79638329,144.9306704
2017,1922,3,Entertainment/Recreation - Indoor,144.9553,-37.8161,-37.81608465,144.9552598
2017,2009,4,Parking - Private Covered,144.9441,-37.8016,-37.80156895,144.9440644
2017,,2,House/Townhouse,144.9442,-37.7958,-37.79584343,144.9442093
2017,,1,House/Townhouse,144.9466,-37.7949,-37.79489581,144.9466282
2017,,1,House/Townhouse,144.9653,-37.7952,-37.79519502,144.9652673
2017,,1,House/Townhouse,144.9476,-37.7943,-37.79425642,144.9475518
2017,1875,2,Residential Apartment,144.9685,-37.7986,-37.79857363,144.9684899
2017,,1,House/Townhouse,144.9657,-37.7952,-37.7951874,144.9656799
2017,,1,House/Townhouse,144.9426,-37.7888,-37.78884517,144.9425589
2017,1920,2,Storage,144.9457,-37.8035,-37.80346188,144.9457222
2017,1968,14,Unoccupied - Under Construction,144.9646,-37.8082,-37.80821792,144.9645663
2017,2009,1,Entertainment/Recreation - Indoor,144.9343,-37.809,-37.80895389,144.9342656
2017,,2,House/Townhouse,144.9734,-37.7998,-37.79975364,144.9734125
2017,1980,3,Office,144.9449,-37.8044,-37.80438603,144.9449225
2017,1926,4,Unoccupied - Unused,144.9591,-37.8096,-37.80955754,144.9591096
2017,,2,House/Townhouse,144.9188,-37.7949,-37.79485878,144.9188317
2017,1870,2,Residential Apartment,144.9788,-37.8371,-37.83705955,144.97885
2017,1930,8,Retail - Shop,144.963,-37.8162,-37.81621887,144.9629781
2017,1885,5,Residential Apartment,144.9705,-37.8163,-37.8162765,144.970543
