Census year,Construction year,Number of floors (above ground),Predominant space use,x,y,Latitude,longitude
2017,1910,1,Workshop/Studio,144.9474,-37.8095,-37.80952835,144.9474313
2017,,2,House/Townhouse,144.9869,-37.8146,-37.81464541,144.9869108
2017,2013,1,House/Townhouse,144.9446,-37.8034,-37.80340198,144.9445903
2017,1871,2,Entertainment/Recreation - Indoor,144.9662,-37.8141,-37.81412791,144.9662143
2017,1890,2,Office,144.9815,-37.8181,-37.81808963,144.9814645
2017,1900,2,Hospital/Clinic,144.9512,-37.805,-37.80502279,144.9512056
2017,,1,House/Townhouse,144.9653,-37.7953,-37.79525592,144.9652762
2017,1987,4,Office,144.9644,-37.8033,-37.80334818,144.964448
2017,,1,House/Townhouse,144.9441,-37.8034,-37.80336219,144.9441491
2017,,2,House/Townhouse,144.9741,-37.7951,-37.7950977,144.9741445
2017,,1,House/Townhouse,144.9566,-37.7951,-37.79506473,144.9565585
2017,1970,2,Unoccupied - Unused,144.9435,-37.8007,-37.8006859,144.943488
2017,,1,House/Townhouse,144.9574,-37.7942,-37.79424467,144.9574253
2017,2003,12,Residential Apartment,144.9163,-37.7938,-37.7938056,144.9162632
2017,,2,House/Townhouse,144.9856,-37.8395,-37.83945532,144.9855636
2017,,2,House/Townhouse,144.9863,-37.8139,-37.81385267,144.9862967
2017,,1,House/Townhouse,144.9459,-37.8051,-37.80508263,144.9459051
2017,,1,House/Townhouse,144.9684,-37.7986,-37.79856552,144.968411
2017,1870,2,Hospital/Clinic,144.9677,-37.8032,-37.80323575,144.9676922
2017,1968,25,Office,144.9628,-37.8172,-37.81719909,144.9627911
2017,1870,2,Entertainment/Recreation - Indoor,144.9669,-37.7993,-37.7992972,144.9668687
2017,1965,1,Retail - Shop,144.9708,-37.7977,-37.79772402,144.9707521
2017,2012,4,House/Townhouse,144.9433,-37.8079,-37.80791069,144.9432825
2017,1970,11,Unoccupied - Unused,144.9584,-37.7863,-37.78628867,144.9583973
2017,1940,1,Unoccupied - Unused,144.9546,-37.8044,-37.80437811,144.9546036
2017,1890,2,Office,144.9791,-37.818,-37.81803691,144.9790975
2017,2009,3,House/Townhouse,144.9521,-37.8026,-37.80264691,144.9520803
2017,,3,House/Townhouse,144.9202,-37.7961,-37.79608697,144.9201718
2017,1939,9,Educational/Research,144.9649,-37.8173,-37.817299,144.9648816
2017,,2,Residential Apartment,144.9898,-37.8149,-37.81492386,144.9897784
2017,2004,38,Residential Apartment,144.9622,-37.8248,-37.82476397,144.9622039
2017,1995,2,House/Townhouse,144.9409,-37.7943,-37.79432112,144.9409014
2017,1970,2,Office,144.9675,-37.7932,-37.79323181,144.9674646
2017,,2,House/Townhouse,144.9559,-37.7937,-37.79374607,144.9558584
2017,2003,3,House/Townhouse,144.9484,-37.8091,-37.80914269,144.9484112
2017,1924,3,Student Accommodation,144.9593,-37.8092,-37.80923544,144.9592927
2017,1910,3,Retail - Shop,144.9655,-37.8126,-37.81264728,144.9655471
2017,1986,13,Educational/Research,144.9607,-37.813,-37.81304714,144.9606771
2017,,2,House/Townhouse,144.921,-37.7928,-37.79283769,144.9209537
2017,1920,1,Storage,144.9371,-37.793,-37.79303452,144.9370776
2017,,1,House/Townhouse,144.9729,-37.7961,-37.79606267,144.9728872
2017,,2,House/Townhouse,144.9663,-37.7973,-37.79733045,144.9662993
2017,,1,House/Townhouse,144.9812,-37.8355,-37.83545433,144.9811711
2017,2012,3,House/Townhouse,144.9396,-37.8227,-37.82271517,144.939572
2017,,1,House/Townhouse,144.9725,-37.7954,-37.79536737,144.9724924
2017,,2,House/Townhouse,144.9576,-37.795,-37.79501057,144.957597
2017,2001,3,Residential Apartment,144.9589,-37.7826,-37.78255836,144.9588657
2017,,1,House/Townhouse,144.9642,-37.8038,-37.80383138,144.9641759
2017,2006,2,House/Townhouse,144.942,-37.7801,-37.78007543,144.9419969
2017,1974,12,Commercial Accommodation,144.9561,-37.8103,-37.8103226,144.9561202
2017,,1,House/Townhouse,144.9521,-37.8076,-37.80764738,144.9520536
2017,1998,11,Commercial Accommodation,144.9546,-37.8154,-37.81537513,144.9545714
2017,,1,House/Townhouse,144.9258,-37.7945,-37.79452242,144.9257877
2017,,1,House/Townhouse,144.9432,-37.7909,-37.79088933,144.9432336
2017,2000,3,Residential Apartment,144.9471,-37.8076,-37.80755078,144.9471058
2017,1901,2,Entertainment/Recreation - Indoor,144.9486,-37.8088,-37.80875282,144.9485546
2017,2005,22,Residential Apartment,144.9508,-37.8215,-37.82150854,144.9507964
2017,,1,House/Townhouse,144.9462,-37.8044,-37.804447,144.946235
2017,1995,2,House/Townhouse,144.934,-37.7899,-37.78987572,144.9339945
2017,1940,11,Hospital/Clinic,144.9556,-37.7986,-37.79863148,144.95562
2017,1890,2,Unoccupied - Unused,144.9564,-37.8055,-37.80554036,144.9564055
2017,1870,2,House/Townhouse,144.9522,-37.7992,-37.79923405,144.9522402
2017,2002,13,Commercial Accommodation,144.9652,-37.8213,-37.82133372,144.9652369
2017,,1,House/Townhouse,144.9676,-37.8005,-37.80052836,144.9676406
2017,,3,Residential Apartment,144.9877,-37.8314,-37.83139925,144.9876666
2017,,1,House/Townhouse,144.9309,-37.797,-37.79703986,144.9309334
2017,,2,House/Townhouse,144.9485,-37.8026,-37.80260113,144.948495
2017,,2,Residential Apartment,144.9862,-37.8343,-37.83426052,144.9862379
2017,2006,2,House/Townhouse,144.9406,-37.7771,-37.7771041,144.9405505
2017,1910,1,House/Townhouse,144.9258,-37.7918,-37.79177138,144.9257839
2017,,2,House/Townhouse,144.9513,-37.8058,-37.80582925,144.9512933
2017,1950,2,Office,144.9538,-37.8068,-37.80682158,144.9538017
2017,,2,House/Townhouse,144.9724,-37.7937,-37.79366022,144.972425
2017,1860,2,Unoccupied - Unused,144.958,-37.8097,-37.80969481,144.9579644
2017,,1,House/Townhouse,144.9576,-37.7949,-37.79494183,144.9576053
2017,,1,House/Townhouse,144.9742,-37.8003,-37.80025578,144.9741744
2017,1998,2,Office,144.9522,-37.8096,-37.80962061,144.9521967
2017,1980,1,House/Townhouse,144.9226,-37.7944,-37.79442964,144.9225695
2017,1900,1,House/Townhouse,144.9285,-37.7915,-37.79151303,144.9284646
2017,,1,House/Townhouse,144.9252,-37.7943,-37.79431763,144.9252146
2017,,2,House/Townhouse,144.9436,-37.8039,-37.80390348,144.9436439
2017,,2,House/Townhouse,144.9706,-37.7988,-37.79880725,144.9705816
2017,1901,2,Unoccupied - Unused,144.9666,-37.7988,-37.79884492,144.9665824
2017,1910,4,Educational/Research,144.9694,-37.8245,-37.82453473,144.9693679
2017,,9,Commercial Accommodation,144.9783,-37.8179,-37.81794934,144.9782682
2017,2009,18,Residential Apartment,144.9558,-37.8211,-37.82108785,144.9557916
2017,,2,House/Townhouse,144.9212,-37.7976,-37.7975809,144.921175
2017,,1,House/Townhouse,144.9324,-37.7954,-37.79538018,144.9324116
2017,,1,House/Townhouse,144.9708,-37.7988,-37.79883327,144.9708141
2017,2015,1,House/Townhouse,144.9659,-37.7945,-37.79454122,144.9659411
2017,,2,House/Townhouse,144.9823,-37.8369,-37.83687757,144.9822571
2017,,1,House/Townhouse,144.9901,-37.8102,-37.81021678,144.9900581
2017,1920,2,Office,144.9617,-37.803,-37.80303632,144.961732
2017,1920,2,Office,144.9597,-37.8143,-37.81430712,144.9596589
2017,,1,House/Townhouse,144.9475,-37.8017,-37.80166361,144.9474925
2017,1930,6,Entertainment/Recreation - Indoor,144.9659,-37.8148,-37.81482929,144.965885
2017,1870,2,Entertainment/Recreation - Indoor,144.9541,-37.8054,-37.80543457,144.9540542
2017,,2,House/Townhouse,144.9513,-37.8059,-37.80592167,144.9513206
2017,2005,6,Commercial Accommodation,144.9473,-37.8181,-37.81812972,144.9473075
2017,,1,House/Townhouse,144.9788,-37.8357,-37.83565633,144.9787806
2017,,2,House/Townhouse,144.9189,-37.7954,-37.79541791,144.9188988
2017,,1,House/Townhouse,144.9895,-37.8102,-37.81022909,144.9894711
2017,1991,35,Office,144.9604,-37.81,-37.80998147,144.9604323
2017,,2,House/Townhouse,144.9282,-37.7945,-37.79452509,144.9282028
2017,1930,4,Residential Apartment,144.9816,-37.8365,-37.83647638,144.9816348
2017,,2,House/Townhouse,144.9816,-37.8352,-37.83523068,144.9815923
2017,1901,1,House/Townhouse,144.946,-37.807,-37.80698826,144.9460239
2017,1870,2,House/Townhouse,144.9677,-37.8022,-37.80222666,144.9677352
2017,1969,3,Residential Apartment,144.9645,-37.8008,-37.80079779,144.9645036
2017,,1,House/Townhouse,144.9499,-37.7983,-37.79834687,144.9498996
2017,1910,2,Office,144.9575,-37.7961,-37.79614761,144.9574594
2017,1890,3,House/Townhouse,144.9768,-37.8093,-37.8092692,144.9768207
2017,2012,2,House/Townhouse,144.9472,-37.8018,-37.80182224,144.9472269
2017,1900,1,House/Townhouse,144.9285,-37.7916,-37.79156862,144.9284689
2017,1910,2,Residential Apartment,144.9314,-37.7906,-37.79058813,144.9313891
2017,1910,1,House/Townhouse,144.9279,-37.794,-37.79395546,144.9278829
2017,1935,1,House/Townhouse,144.9322,-37.7894,-37.78940402,144.9321796
2017,1888,5,Student Accommodation,144.9633,-37.7934,-37.79341345,144.9632995
2017,,1,House/Townhouse,144.9886,-37.8107,-37.81072686,144.9885908
2017,,1,House/Townhouse,144.9903,-37.8138,-37.81381669,144.9903225
2017,1920,2,Entertainment/Recreation - Indoor,144.9487,-37.8027,-37.80271882,144.9487125
2017,,2,Unoccupied - Unused,144.9678,-37.8088,-37.80881583,144.9678129
2017,1910,3,Unoccupied - Unused,144.953,-37.807,-37.80701505,144.9529786
2017,,1,House/Townhouse,144.9258,-37.7945,-37.79448943,144.9258446
2017,,1,House/Townhouse,144.9323,-37.7953,-37.79529398,144.9322854
2017,1890,1,House/Townhouse,144.9345,-37.7904,-37.79036407,144.9345326
2017,1974,1,Office,144.9652,-37.8225,-37.82249399,144.9652485
2017,1876,2,Retail - Shop,144.9669,-37.7992,-37.79924779,144.9668771
2017,,1,House/Townhouse,144.9869,-37.8313,-37.83126833,144.9868703
2017,,2,House/Townhouse,144.9479,-37.7946,-37.79455485,144.9479097
2017,1985,1,House/Townhouse,144.9336,-37.7927,-37.79267849,144.9336208
2017,2015,27,Office,144.9557,-37.819,-37.81902009,144.9557348
2017,1877,1,Unoccupied - Unused,144.9707,-37.8092,-37.8091852,144.970729
2017,1850,2,Residential Apartment,144.95,-37.8028,-37.80277276,144.9499742
2017,,1,House/Townhouse,144.9722,-37.7998,-37.7997827,144.9722123
2017,,1,House/Townhouse,144.9234,-37.7933,-37.79332675,144.9233681
2017,2007,2,Office,144.9395,-37.7905,-37.79048958,144.939517
2017,,2,House/Townhouse,144.9857,-37.8111,-37.81110064,144.9856883
2017,1970,1,Retail - Shop,144.9457,-37.8028,-37.80284488,144.9457256
2017,,1,House/Townhouse,144.9271,-37.7951,-37.79509992,144.9270893
2017,1990,9,Office,144.9559,-37.8177,-37.81773522,144.9559243
2017,1945,2,Residential Apartment,144.9529,-37.797,-37.79696452,144.9529086
2017,,2,House/Townhouse,144.921,-37.7915,-37.79152518,144.9210409
2017,1860,2,Retail - Shop,144.9715,-37.7978,-37.79782123,144.9714765
2017,,2,House/Townhouse,144.9493,-37.799,-37.79903514,144.9493414
2017,,2,House/Townhouse,144.9573,-37.7934,-37.79337954,144.9572821
2017,1985,3,House/Townhouse,144.987,-37.8302,-37.83019278,144.9870246
2017,,1,Community Use,144.9237,-37.7977,-37.79767091,144.9236556
2017,,1,House/Townhouse,144.944,-37.8043,-37.80429388,144.9439839
2017,,1,House/Townhouse,144.9436,-37.7957,-37.79572505,144.943571
2017,,2,House/Townhouse,144.9815,-37.8184,-37.81841362,144.9815114
2017,,3,House/Townhouse,144.9227,-37.7903,-37.79031649,144.9226585
2017,1992,2,House/Townhouse,144.9255,-37.7886,-37.78856539,144.9254883
2017,1880,1,Entertainment/Recreation - Indoor,144.9445,-37.8023,-37.80227441,144.9444634
2017,,2,House/Townhouse,144.9729,-37.7995,-37.79952646,144.972874
2017,1930,1,Unoccupied - Unused,144.9447,-37.8088,-37.80878304,144.9447279
2017,2006,2,House/Townhouse,144.9413,-37.7791,-37.77905598,144.941336
2017,2012,3,House/Townhouse,144.9398,-37.8228,-37.82276536,144.9397931
2017,,2,House/Townhouse,144.9665,-37.7961,-37.7960551,144.9664976
2017,2011,3,House/Townhouse,144.9741,-37.7991,-37.79908903,144.9740857
2017,,1,House/Townhouse,144.9288,-37.7969,-37.79691409,144.9287772
2017,,2,House/Townhouse,144.9595,-37.7794,-37.77940021,144.959488
2017,,2,House/Townhouse,144.9421,-37.7778,-37.77778272,144.9420996
2017,1914,1,Workshop/Studio,144.9519,-37.8103,-37.81026798,144.9518645
2017,2008,7,Office,144.9442,-37.8203,-37.82026084,144.9441559
2017,1875,2,Entertainment/Recreation - Indoor,144.9711,-37.7954,-37.79543526,144.97114
2017,,2,House/Townhouse,144.9203,-37.7921,-37.7921273,144.9203154
2017,,1,House/Townhouse,144.974,-37.7982,-37.79824309,144.9739792
2017,,3,Office,144.9791,-37.8096,-37.80957773,144.9791007
2017,2006,2,House/Townhouse,144.9409,-37.7761,-37.77613598,144.9409228
2017,,1,House/Townhouse,144.9452,-37.7971,-37.79712496,144.9452146
2017,1900,2,House/Townhouse,144.9289,-37.7907,-37.79073979,144.9288544
2017,,1,House/Townhouse,144.9722,-37.7981,-37.79807655,144.9721685
2017,2011,3,House/Townhouse,144.9379,-37.8159,-37.8158724,144.9378793
2017,,2,House/Townhouse,144.9837,-37.8154,-37.81536487,144.983701
2017,1913,4,Commercial Accommodation,144.9553,-37.8207,-37.82071127,144.9553429
2017,2009,1,Parking - Private Covered,144.9842,-37.8123,-37.81228396,144.9841787
2017,,1,House/Townhouse,144.9349,-37.7961,-37.7960794,144.9349342
2017,1900,1,House/Townhouse,144.9299,-37.7887,-37.78865739,144.9298745
2017,1984,1,House/Townhouse,144.9267,-37.7904,-37.79043821,144.9266581
2017,1973,1,Workshop/Studio,144.9351,-37.792,-37.79197085,144.9351057
2017,2008,2,Unoccupied - Unused,144.9379,-37.8132,-37.81316939,144.9378512
2017,1945,3,Residential Apartment,144.9858,-37.8349,-37.83487682,144.9858151
2017,1901,2,Entertainment/Recreation - Indoor,144.9555,-37.8067,-37.80666768,144.9554976
2017,,7,Educational/Research,144.9612,-37.7969,-37.79688289,144.9611833
2017,1960,2,Manufacturing,144.9464,-37.8102,-37.81016436,144.9464231
2017,,2,House/Townhouse,144.9227,-37.7921,-37.79214007,144.9226537
2017,1900,1,House/Townhouse,144.9284,-37.7908,-37.79078193,144.9284074
2017,1865,2,Office,144.9687,-37.8017,-37.80169867,144.9687354
2017,1969,13,Office,144.957,-37.814,-37.81403791,144.9570264
2017,2012,3,House/Townhouse,144.9368,-37.8225,-37.82246825,144.9367956
2017,,2,House/Townhouse,144.9212,-37.7906,-37.79062797,144.9211995
2017,1870,3,Entertainment/Recreation - Indoor,144.964,-37.8108,-37.81076581,144.9640476
2017,,3,Residential Apartment,144.9436,-37.7932,-37.7931563,144.943579
2017,,2,House/Townhouse,144.989,-37.8179,-37.81789036,144.9890219
2017,1920,2,Office,144.9599,-37.8048,-37.80481924,144.9599465
2017,,1,House/Townhouse,144.9791,-37.8356,-37.83562284,144.9791379
2017,1889,6,Unoccupied - Unused,144.9634,-37.8157,-37.81573295,144.963426
2017,2003,3,Residential Apartment,144.9694,-37.7981,-37.79814746,144.9693516
2017,1901,4,Residential Apartment,144.9576,-37.8053,-37.80525262,144.9576493
2017,,1,House/Townhouse,144.943,-37.7944,-37.79436545,144.9429783
2017,,2,House/Townhouse,144.9466,-37.8066,-37.80661194,144.9465916
2017,1975,2,Educational/Research,144.9395,-37.7898,-37.78977437,144.9395497
2017,,1,House/Townhouse,144.9443,-37.7921,-37.79212897,144.9442899
2017,,2,House/Townhouse,144.9529,-37.8043,-37.80431506,144.9529149
2017,1883,1,House/Townhouse,144.9435,-37.8058,-37.80583553,144.9434895
2017,,2,House/Townhouse,144.989,-37.8191,-37.81914147,144.9889594
2017,,2,House/Townhouse,144.9817,-37.8352,-37.83524583,144.9817034
2017,1920,5,Office,144.9616,-37.8133,-37.81334052,144.9616335
2017,1890,2,House/Townhouse,144.9816,-37.8174,-37.8173635,144.981592
2017,,2,House/Townhouse,144.9578,-37.7934,-37.79341306,144.9577924
2017,,2,House/Townhouse,144.9191,-37.7969,-37.79694241,144.9191092
2017,,2,House/Townhouse,144.9861,-37.8136,-37.81355481,144.986052
2017,,1,House/Townhouse,144.9882,-37.8124,-37.81236611,144.9882142
2017,1999,2,House/Townhouse,144.9194,-37.7968,-37.79676901,144.9193644
2017,1904,3,Retail - Shop,144.9693,-37.8115,-37.81147802,144.9692731
2017,2008,12,Office,144.9491,-37.8191,-37.81907939,144.9490689
2017,1880,2,Entertainment/Recreation - Indoor,144.9664,-37.8018,-37.80178519,144.966446
2017,,2,House/Townhouse,144.9189,-37.7953,-37.79526672,144.9188572
2017,1870,2,House/Townhouse,144.9526,-37.8019,-37.80187303,144.9525882
2017,1998,3,Residential Apartment,144.9242,-37.7896,-37.78960603,144.9241942
2017,,2,House/Townhouse,144.9689,-37.802,-37.80202165,144.9689067
2017,1870,1,House/Townhouse,144.9769,-37.8366,-37.83664588,144.9768955
2017,1930,4,Residential Apartment,144.9797,-37.8176,-37.81764666,144.9796962
2017,1856,3,House/Townhouse,144.9533,-37.8122,-37.81221657,144.9532617
2017,1885,2,House/Townhouse,144.975,-37.8099,-37.80986863,144.9749595
2017,2003,3,House/Townhouse,144.917,-37.7935,-37.7935095,144.9169891
2017,,1,Unoccupied - Under Construction,144.967,-37.8037,-37.80366022,144.9670011
2017,1890,3,Unoccupied - Unused,144.9617,-37.8219,-37.82193149,144.9616935
2017,,1,House/Townhouse,144.9682,-37.7998,-37.79977317,144.9682108
2017,,3,Residential Apartment,144.9876,-37.8316,-37.83163526,144.9876179
2017,1930,2,Entertainment/Recreation - Indoor,144.9284,-37.7944,-37.79444211,144.9284098
2017,1999,2,House/Townhouse,144.9203,-37.7973,-37.797255,144.9203261
2017,,1,Public Display Area,144.9864,-37.8151,-37.81505171,144.9863781
2017,,2,House/Townhouse,144.9556,-37.8049,-37.80494408,144.9555885
2017,,2,House/Townhouse,144.919,-37.7933,-37.79330144,144.9189818
2017,1870,2,House/Townhouse,144.9645,-37.8041,-37.80414536,144.9645439
2017,,2,House/Townhouse,144.9901,-37.8126,-37.81258894,144.9900704
2017,1992,2,House/Townhouse,144.9283,-37.7886,-37.7886315,144.9282873
2017,,2,House/Townhouse,144.9513,-37.8006,-37.80063612,144.9512748
2017,1991,2,House/Townhouse,144.9259,-37.7887,-37.78872954,144.9258962
2017,,1,House/Townhouse,144.9319,-37.7962,-37.79620267,144.931861
2017,,1,House/Townhouse,144.945,-37.8073,-37.80727327,144.9449889
2017,1913,1,Unoccupied - Unused,144.9586,-37.8258,-37.82575614,144.9586074
2017,1900,1,House/Townhouse,144.9314,-37.7935,-37.79349738,144.9314051
2017,1997,3,Residential Apartment,144.9685,-37.7976,-37.79758414,144.9685196
2017,1920,2,Entertainment/Recreation - Indoor,144.9551,-37.8158,-37.81579108,144.955125
2017,1900,1,House/Townhouse,144.9424,-37.7907,-37.79068202,144.9423909
2017,1908,1,Unoccupied - Under Demolition/Condemned,144.9509,-37.8113,-37.81132554,144.9509457
2017,,1,House/Townhouse,144.9489,-37.7971,-37.79711795,144.9489044
2017,2007,3,Storage,144.9301,-37.7996,-37.79960343,144.9300792
2017,1930,1,House/Townhouse,144.9341,-37.7925,-37.79246422,144.9341086
2017,1866,2,House/Townhouse,144.9843,-37.8144,-37.81435597,144.9843272
2017,2010,3,House/Townhouse,144.9407,-37.7932,-37.79322133,144.9407495
2017,1940,1,Unoccupied - Unused,144.944,-37.802,-37.8020365,144.9439543
2017,1910,1,Workshop/Studio,144.9464,-37.8021,-37.80212258,144.9464172
2017,,1,House/Townhouse,144.9494,-37.8012,-37.80118708,144.9494138
2017,1994,2,Office,144.9457,-37.81,-37.80999751,144.9456881
2017,,1,Parking - Private Covered,144.9709,-37.793,-37.79299505,144.9709208
2017,1950,1,Entertainment/Recreation - Indoor,144.9676,-37.7996,-37.79962581,144.9675902
2017,1900,1,House/Townhouse,144.9332,-37.7904,-37.79040576,144.9331795
2017,,1,House/Townhouse,144.9435,-37.7944,-37.79442639,144.9435418
2017,1870,1,Equipment Installation,144.958,-37.7915,-37.79153617,144.9580062
2017,2002,3,Office,144.9254,-37.823,-37.82302799,144.9253861
2017,,2,House/Townhouse,144.9545,-37.7944,-37.79435337,144.9544713
2017,1890,2,Office,144.9805,-37.8182,-37.81822482,144.9805322
2017,,2,House/Townhouse,144.9225,-37.7903,-37.7902851,144.9225057
2017,,1,House/Townhouse,144.9426,-37.8027,-37.80271883,144.942622
2017,1920,1,Workshop/Studio,144.9451,-37.8023,-37.8023493,144.9451264
2017,1900,6,Educational/Research,144.9659,-37.8171,-37.81706305,144.9659027
2017,,3,Residential Apartment,144.979,-37.8363,-37.83634012,144.9789953
2017,1880,2,Unoccupied - Unused,144.9579,-37.8044,-37.80441199,144.9578968
2017,,1,House/Townhouse,144.9432,-37.803,-37.80304459,144.9431583
2017,1998,2,House/Townhouse,144.9199,-37.7946,-37.79463502,144.9198997
2017,,1,House/Townhouse,144.9798,-37.835,-37.83495291,144.9798177
2017,1900,1,House/Townhouse,144.9285,-37.7922,-37.79222739,144.9285177
2017,2003,1,House/Townhouse,144.9232,-37.7966,-37.79657598,144.9231585
2017,,2,Residential Apartment,144.9456,-37.7931,-37.7931172,144.9455691
2017,,1,House/Townhouse,144.9225,-37.7933,-37.7932662,144.9225184
2017,1960,1,Workshop/Studio,144.9349,-37.7919,-37.79194724,144.9348797
2017,,2,House/Townhouse,144.9209,-37.7916,-37.79163418,144.9208673
2017,1901,1,House/Townhouse,144.9421,-37.8059,-37.80592081,144.94213
2017,2004,14,Residential Apartment,144.9549,-37.818,-37.81802757,144.9549044
2017,2007,1,Unoccupied - Unused,144.9301,-37.7996,-37.79960343,144.9300792
2017,1900,1,House/Townhouse,144.9281,-37.7927,-37.79265455,144.9280606
2017,,2,House/Townhouse,144.9888,-37.8136,-37.81357748,144.9887731
2017,1950,1,Storage,144.9301,-37.8227,-37.82270109,144.9301119
2017,1900,1,House/Townhouse,144.9281,-37.7915,-37.79147928,144.928054
2017,,2,Storage,144.954,-37.8014,-37.80143002,144.9540002
2017,1910,2,Residential Apartment,144.9821,-37.8343,-37.83432577,144.9821284
2017,1875,2,Residential Apartment,144.9615,-37.8099,-37.80985755,144.961492
2017,1900,1,House/Townhouse,144.9323,-37.7934,-37.79341714,144.9323183
2017,,2,House/Townhouse,144.9515,-37.8035,-37.80351399,144.9514878
2017,2011,5,Residential Apartment,144.9568,-37.8032,-37.80322102,144.9568485
2017,1959,1,Community Use,144.9577,-37.8076,-37.80762482,144.9576703
2017,1890,2,Entertainment/Recreation - Indoor,144.9668,-37.8033,-37.8033096,144.9668099
2017,,3,Residential Apartment,144.9772,-37.8353,-37.83530836,144.9771943
2017,,2,House/Townhouse,144.9689,-37.8,-37.79999742,144.9688936
2017,,2,House/Townhouse,144.9478,-37.7969,-37.79688543,144.947807
2017,1900,1,House/Townhouse,144.9334,-37.7921,-37.79210212,144.9333532
2017,,2,House/Townhouse,144.9885,-37.8179,-37.81793006,144.9884729
2017,,2,House/Townhouse,144.9874,-37.8099,-37.80991413,144.9874323
2017,,1,House/Townhouse,144.9728,-37.7956,-37.79564177,144.9727709
2017,1934,9,Commercial Accommodation,144.9671,-37.8145,-37.81446502,144.9670952
2017,,2,House/Townhouse,144.9512,-37.8001,-37.80014742,144.9512328
2017,,1,House/Townhouse,144.9653,-37.7967,-37.7966751,144.9652853
2017,,2,House/Townhouse,144.9205,-37.798,-37.79797071,144.9204905
2017,1970,9,Unoccupied - Unused,144.978,-37.8404,-37.84040699,144.9780116
2017,1892,5,Office,144.9644,-37.8155,-37.8155277,144.9643732
2017,,2,House/Townhouse,144.9294,-37.797,-37.79702548,144.92936
2017,,1,House/Townhouse,144.972,-37.7945,-37.79453273,144.9720342
2017,1891,1,"Performances, Conferences, Ceremonies",144.9677,-37.8168,-37.81675838,144.9676795
2017,,2,House/Townhouse,144.9838,-37.8148,-37.81484713,144.9838457
2017,1870,2,House/Townhouse,144.9677,-37.8033,-37.80328056,144.9676838
2017,1931,2,Residential Apartment,144.9548,-37.7957,-37.79569569,144.9548435
2017,,2,House/Townhouse,144.9674,-37.7952,-37.79516585,144.9674351
2017,1956,1,Retail - Shop,144.96,-37.8081,-37.80811122,144.9600286
2017,2012,2,House/Townhouse,144.9473,-37.8018,-37.80183451,144.9473329
2017,,1,House/Townhouse,144.9424,-37.7948,-37.79482074,144.9424306
2017,1960,2,Office,144.9431,-37.8015,-37.80153856,144.9430945
2017,2009,20,Residential Apartment,144.9759,-37.8165,-37.81647146,144.9758872
2017,,1,House/Townhouse,144.9879,-37.814,-37.81399298,144.9878532
2017,,1,House/Townhouse,144.9452,-37.806,-37.80600958,144.9452064
2017,1955,1,Retail - Shop,144.9474,-37.7941,-37.794103,144.9474059
2017,,2,House/Townhouse,144.9233,-37.7954,-37.79538184,144.9233471
2017,,2,House/Townhouse,144.9445,-37.809,-37.80898847,144.9445169
2017,,2,House/Townhouse,144.9538,-37.8038,-37.80375787,144.9538129
2017,1945,3,Storage,144.9657,-37.8143,-37.81429877,144.9656846
2017,2011,3,House/Townhouse,144.9377,-37.8163,-37.8162924,144.9377024
2017,2013,3,House/Townhouse,144.9478,-37.8019,-37.80189341,144.9478487
2017,,1,House/Townhouse,144.9548,-37.8042,-37.80417004,144.9548014
2017,2003,2,House/Townhouse,144.9235,-37.7921,-37.79207423,144.9235477
2017,1925,3,Office,144.9543,-37.8142,-37.81419954,144.9542959
2017,,1,House/Townhouse,144.9726,-37.7954,-37.79538153,144.9726221
2017,1904,2,Residential Apartment,144.9656,-37.8128,-37.81275413,144.9655963
2017,,2,House/Townhouse,144.9211,-37.795,-37.79495291,144.9210589
2017,1991,10,Retail - Shop,144.9657,-37.8154,-37.81542132,144.9656523
2017,1970,3,Parking - Private Covered,144.9752,-37.8089,-37.8089093,144.9751747
2017,1880,2,Retail - Shop,144.952,-37.8052,-37.80519489,144.9520111
2017,1923,3,Retail - Shop,144.9625,-37.8135,-37.81354026,144.962548
2017,1932,3,Office,144.9599,-37.8123,-37.81227487,144.9598567
2017,1976,5,Equipment Installation,144.9536,-37.8085,-37.80849351,144.9536417
2017,,3,House/Townhouse,144.9487,-37.8011,-37.80108274,144.9487117
2017,1870,2,Unoccupied - Unused,144.95,-37.805,-37.80496122,144.9500106
2017,1955,3,Office,144.9627,-37.8007,-37.80068465,144.9627313
2017,2000,2,House/Townhouse,144.918,-37.7953,-37.79525846,144.9180246
2017,2005,38,Office,144.9626,-37.8222,-37.82221673,144.9625862
2017,,2,House/Townhouse,144.9812,-37.8364,-37.83642248,144.9812399
2017,,2,House/Townhouse,144.9517,-37.8061,-37.80613306,144.9517373
2017,,1,House/Townhouse,144.9294,-37.7951,-37.79510525,144.9293539
2017,1885,1,Unoccupied - Unused,144.9748,-37.7963,-37.79627488,144.974829
2017,,2,House/Townhouse,144.9204,-37.7939,-37.79392977,144.9204253
2017,,1,House/Townhouse,144.9739,-37.7981,-37.79807064,144.9738566
2017,1927,1,Office,144.9586,-37.8268,-37.82675831,144.9586155
2017,2007,1,Storage,144.9301,-37.7996,-37.79960343,144.9300792
2017,1901,2,Unoccupied - Unused,144.9606,-37.811,-37.81100421,144.9606444
2017,2007,3,Hospital/Clinic,144.964,-37.8032,-37.80321279,144.9640364
2017,,1,House/Townhouse,144.9864,-37.8314,-37.83143577,144.9864172
