Census year,Property ID,Base property ID,Street address,CLUE small area,Construction year,Predominant space use,x coordinate,y coordinate
2014,110832,110832,12 Greenham Place,Kensington,,Residential,144.9209,-37.7916
2014,104669,104669,54-58 Hardware Lane,Melbourne (CBD),1938,Public,144.9613,-37.8134
2014,107451,107451,3 Pasley Street South,South Yarra,,Residential,144.9852,-37.8432
2014,107062,107062,48 Ormond Street,Kensington,,Residential,144.9294,-37.797
2014,558083,558083,130 Kensington Road,Kensington,,Residential,144.9213,-37.7975
2014,106858,106858,61-63 Neill Street,Carlton,,Residential,144.9726,-37.7942
2014,563364,563364,14 Frearson Walk,Kensington,,Residential,144.9236,-37.7951
2014,104576,104576,21 Haines Street,North Melbourne,,Residential,144.9493,-37.799
2014,606639,105490,124 La Trobe Street,Melbourne (CBD),1916,Public,144.9646,-37.8082
2014,614928,614928,53 Rankins Road,Kensington,1935,Residential,144.932,-37.7902
2014,107201,107201,122 Palmerston Street,Carlton,,Residential,144.9712,-37.7961
2014,107305,107305,179 Park Drive,Parkville,,Residential,144.956,-37.7936
2014,109545,109542,2 Treasury Place,East Melbourne,1920,Commercial,144.9759,-37.8128
2014,109860,109860,23-47 Villiers Street,North Melbourne,1970,Commercial,144.9526,-37.7991
2014,106534,106534,40-44 Melrose Street,North Melbourne,1870,Residential,144.9422,-37.794
2014,110770,110770,53-55 Stockmans Way,Kensington,2001,Residential,144.9215,-37.7921
2014,101759,101759,31 Carroll Street,North Melbourne,,Residential,144.9456,-37.7951
2014,103448,103448,205-207 Errol Street,North Melbourne,,Residential,144.9498,-37.7997
2014,100040,100040,251 Abbotsford Street,North Melbourne,,Residential,144.9454,-37.8014
2014,106128,106128,251 Lygon Street,Carlton,1901,Retail,144.9668,-37.7996
2014,108704,108704,46 Shiel Street,North Melbourne,,Residential,144.9429,-37.7965
2014,103176,103176,97-103 Elizabeth Street,Melbourne (CBD),1911,Commercial,144.9635,-37.8159
2014,104858,104858,1161 Hoddle Street,East Melbourne,,Residential,144.9903,-37.8138
2014,105439,105439,313-329 Exhibition Street,Melbourne (CBD),1990,Commercial,144.9684,-37.8087
2014,103405,103405,41 Errol Street,North Melbourne,1870,Retail,144.949,-37.804
2014,109973,109973,1-27 Wellington Crescent,East Melbourne,,Residential,144.9783,-37.8174
2014,101088,110862,1-7 Blackwood Street,North Melbourne,1874,Public,144.954,-37.8014
2014,105985,105985,46 Little La Trobe Street,Melbourne (CBD),1864,Commercial,144.9623,-37.8093
2014,105186,105186,113 Kay Street,Carlton,,Residential,144.9714,-37.7953
2014,104213,104213,65 Gatehouse Drive,Kensington,,Residential,144.9197,-37.7929
2014,105765,105765,15-23A Lothian Street,North Melbourne,2003,Residential,144.9441,-37.8038
2014,110936,110936,119 The Crescent,Kensington,,Residential,144.9191,-37.7951
2014,106975,106975,255 Nicholson Street,Carlton,,Residential,144.9752,-37.7941
2014,108358,108358,205-211 Roden Street,West Melbourne (Residential),1950,Commercial,144.9458,-37.8098
2014,110947,110947,43 The Crescent,Kensington,,Residential,144.9191,-37.7936
2014,526394,526394,30 Punch Lane,Melbourne (CBD),1959,Residential,144.971,-37.8102
2014,557300,557300,113 Lothian Street,North Melbourne,,Residential,144.9447,-37.8006
2014,102058,102058,11 Collins Street,Melbourne (CBD),1950,Retail,144.9735,-37.8138
2014,110178,110178,24 Wimble Street,Parkville,,Residential,144.9562,-37.7948
2014,103478,103478,226-228 Errol Street,North Melbourne,,Residential,144.9509,-37.7977
2014,102457,102457,55-57 Derby Street,Kensington,,Residential,144.9292,-37.7978
2014,109344,109344,892-894 Swanston Street,Carlton,,Residential,144.9652,-37.7955
2014,110769,110769,5-9 Watkins Way,Kensington,,Residential,144.9216,-37.792
2014,106843,106843,20 Musgrove Mews,Kensington,,Residential,144.9205,-37.7916
2014,109816,109816,392-398 Victoria Street,North Melbourne,1930,Unoccupied,144.953,-37.8052
2014,638785,102203,185 Howard Street,North Melbourne,2012,Residential,144.9535,-37.8022
2014,103266,103266,676-678 Elizabeth Street,Carlton,1914,Retail,144.9584,-37.8026
2014,108402,108402,50 Roden Street,West Melbourne (Residential),1881,Residential,144.9491,-37.8065
2014,102839,102839,385 Dryburgh Street,North Melbourne,,Residential,144.9442,-37.7967
2014,102073,102073,141-165 Collins Street,Melbourne (CBD),1926,Commercial,144.9688,-37.8155
2014,106255,106255,47-49 Canning Street,Carlton,1955,Public,144.9724,-37.7988
2014,104174,104174,82 Gatehouse Street,Parkville,,Residential,144.9536,-37.795
2014,104539,104539,62 Grey Street,East Melbourne,,Residential,144.989,-37.812
2014,103247,103247,597 Elizabeth Street,North Melbourne,1890,Public,144.9581,-37.8044
2014,107650,107650,168 Powlett Street,East Melbourne,,Residential,144.9866,-37.8102
2014,614558,614558,5 McConnell Street,Kensington,1900,Residential,144.9287,-37.7901
2014,614892,614892,50 Lambeth Street,Kensington,1900,Residential,144.9339,-37.7909
2014,110622,110622,152-166 Sturt Street,Southbank,2013,Residential,144.9661,-37.8254
2014,606543,606543,8 Parkville Avenue,Parkville,2006,Residential,144.9416,-37.7812
2014,616047,616047,172 Bellair Street,Kensington,1888,Retail,144.9299,-37.7936
2014,107111,107110,102-114 O'Shanassy Street,North Melbourne,,Residential,144.9452,-37.799
2014,101450,101450,223-227 Canning Street,Carlton,1911,Public,144.9734,-37.793
2014,103797,103797,52 Fitzgibbon Street,Parkville,,Residential,144.9572,-37.7951
2014,100257,100257,53 Agnes Street,East Melbourne,,Residential,144.9798,-37.8171
2014,615036,615036,48 Collett Street,Kensington,1900,Residential,144.9331,-37.7908
2014,100140,100140,86 Abbotsford Street,West Melbourne (Residential),,Residential,144.9452,-37.806
2014,615840,615840,18 McCracken Street,Kensington,1900,Residential,144.9274,-37.7904
2014,502486,502486,131-137 Barry Street,Carlton,1901,Commercial,144.9594,-37.8008
2014,559390,559390,2 Lincoln Mews,Kensington,2000,Residential,144.922,-37.7967
2014,567841,567841,139-169 Laurens Street,North Melbourne,1980,Commercial,144.9399,-37.8014
2014,102715,102715,348 Drummond Street,Carlton,1940,Public,144.9693,-37.7978
2014,110425,110425,6-10 Wells Street,Southbank,1996,Residential,144.9685,-37.8262
2014,103407,103407,47 Errol Street,North Melbourne,1870,Public,144.949,-37.8039
2014,107092,107092,15 O'Shanassy Street,North Melbourne,,Residential,144.9507,-37.8006
2014,102544,102492,132 Domain Street,South Yarra,,Residential,144.9793,-37.8345
2014,110336,110336,1 Riverside Quay,Southbank,1888,Residential,144.9639,-37.8219
2014,104983,104983,146 Hotham Street,East Melbourne,,Residential,144.9854,-37.8139
2014,100377,100377,74-76 Albert Street,East Melbourne,,Residential,144.9885,-37.8107
2014,589552,589552,42 Derby Street,Kensington,2003,Commercial,144.9273,-37.7964
2014,615372,615372,49 Barnett Street,Kensington,1960,Residential,144.9324,-37.7926
2014,108712,108712,28 Shiel Street,North Melbourne,,Residential,144.9438,-37.797
2014,111343,111343,43 Merino Mews,Kensington,,Residential,144.9174,-37.7939
2014,104569,104569,5 Haines Street,North Melbourne,,Residential,144.9498,-37.7991
2014,108728,108728,92-96 Silk Place,West Melbourne (Residential),,Residential,144.9445,-37.8052
2014,104703,104703,9 Harris Street,North Melbourne,1870,Residential,144.9492,-37.7997
2014,106493,106493,56 Mason Street,South Yarra,,Residential,144.9811,-37.8363
2014,614210,614210,8 Trafalgar Place,North Melbourne,,Residential,144.9505,-37.8048
2014,109526,109526,72W Toorak Road,South Yarra,,Residential,144.9805,-37.8373
2014,100664,100664,16 Baillie Street,North Melbourne,1900,Unoccupied,144.9473,-37.8013
2014,101886,101886,10 Charles Street,Carlton,,Residential,144.9728,-37.7946
2014,108826,108826,11 Southey Street,Kensington,,Residential,144.9309,-37.7981
2014,107559,107559,58 Pelham Street,Carlton,1870,Commercial,144.9674,-37.8027
2014,100319,100319,11 Albert Street,East Melbourne,,Residential,144.9905,-37.8115
2014,105081,105081,51 Ireland Street,West Melbourne (Residential),,Residential,144.9445,-37.8075
2014,560001,560001,16-32 Rakaia Way,Docklands,2001,Residential,144.9412,-37.8146
2014,102386,102386,26-28 Curzon Street,North Melbourne,1970,Unoccupied,144.9482,-37.8042
2014,100851,100851,55-67 Batman Street,West Melbourne (Residential),1947,Residential,144.9513,-37.8112
2014,100171,100171,48-50 A'Beckett Street,Melbourne (CBD),,Unoccupied,144.9616,-37.8087
2014,616932,616932,120 Bellair Street,Kensington,1900,Residential,144.9295,-37.7922
2014,108178,108178,291 Rathdowne Street,Carlton,,Residential,144.9698,-37.7999
2014,102451,102451,41 Derby Street,Kensington,,Residential,144.9288,-37.7974
2014,104412,104412,44 Gower Street,Kensington,,Residential,144.9277,-37.7956
2014,108861,108861,495-497 Spencer Street,West Melbourne (Residential),1886,Public,144.9488,-37.809
2014,110262,110262,10-14 Wreckyn Street,North Melbourne,,Public,144.954,-37.801
2014,108349,108349,167-169 Roden Street,West Melbourne (Residential),1965,Retail,144.9469,-37.8089
2014,106558,106558,17 Meyers Place,Melbourne (CBD),1936,Public,144.9721,-37.8122
2014,568042,568042,37-47 Rosslyn Street,West Melbourne (Residential),2005,Residential,144.9531,-37.8078
2014,100808,100808,42 Barkly Street,Carlton,,Residential,144.9735,-37.7984
2014,618114,618114,48 Market Street,Kensington,1990,Residential,144.9264,-37.79
2014,615121,615121,27 Gordon Crescent,Kensington,1900,Residential,144.9264,-37.7909
2014,110339,110339,77-87 Southbank Boulevard,Southbank,1991,Commercial,144.9669,-37.8229
2014,101941,101941,159-161 Chetwynd Street,North Melbourne,,Residential,144.9525,-37.802
2014,106879,106879,74-76 Neill Street,Carlton,1865,Residential,144.972,-37.7938
2014,106095,106095,149 Lygon Street,Carlton,1880,Public,144.9661,-37.8037
2014,615946,615946,510 Macaulay Road,Kensington,1910,Retail,144.9292,-37.7941
2014,107032,107032,67 Ormond Street,Kensington,,Residential,144.9284,-37.7982
2014,111403,111403,5 Baulderstone Walk,Kensington,,Residential,144.9212,-37.7953
2014,102498,102498,131-133 Domain Road,South Yarra,1920,Unoccupied,144.9805,-37.8341
2014,541562,102071,121-131 Collins Street,Melbourne (CBD),1986,Commercial,144.9699,-37.8151
2014,588910,588910,52-66 Harbour Esplanade,Docklands,,Public,144.9479,-37.8205
2014,108296,108296,45 The Ridgeway,Kensington,,Residential,144.9252,-37.7948
2014,107143,107143,25 Palmerston Place,Carlton,,Residential,144.9654,-37.7958
2014,111007,111007,6 McNamara Mews,Kensington,,Residential,144.9192,-37.7953
2014,565503,565503,88-90 Mercantile Parade,Kensington,2003,Residential,144.9214,-37.7971
2014,102794,102794,113-117 Dryburgh Street,North Melbourne,1940,Commercial,144.943,-37.8038
2014,103394,103394,9 Errol Street,North Melbourne,1880,Public,144.949,-37.8047
2014,106618,106618,18-20 Miller Street,West Melbourne (Residential),1930,Residential,144.947,-37.8055
2014,618546,618546,405 Racecourse Road,Kensington,1874,Public,144.9255,-37.7883
2014,627723,627723,4 Barring Mews,Docklands,2011,Residential,144.9388,-37.8231
2014,105706,105706,389-395 Lonsdale Street,Melbourne (CBD),1920,Commercial,144.961,-37.8129
2014,111086,111086,85-87 Gatehouse Drive,Kensington,,Residential,144.9196,-37.7934
2014,104381,104381,5-13 Gower Street,Kensington,1989,Residential,144.93,-37.7948
2014,628742,628742,110-116 Langford Street,North Melbourne,,Retail,144.937,-37.7965
2014,615111,615111,20 Barnett Street,Kensington,1900,Residential,144.9323,-37.7907
2014,100265,100265,29-33 Airlie Street,South Yarra,,Residential,144.9867,-37.8321
2014,627702,627702,1 Barring Mews,Docklands,2011,Residential,144.9384,-37.8231
2014,106806,106806,36-40 Munster Terrace,North Melbourne,1970,Commercial,144.9426,-37.803
2014,107287,107287,135 Park Drive,Parkville,1882,Residential,144.955,-37.7946
2014,110488,110488,56-58 Clarendon Street,Southbank,1970,Commercial,144.9571,-37.8265
2014,101706,101706,28-30 Cardigan Street,Carlton,1930,Commercial,144.9648,-37.8061
2014,107222,107222,66 Palmerston Street,Carlton,,Residential,144.9727,-37.7963
2014,103068,103068,59 Elgin Street,Carlton,1877,Residential,144.9725,-37.7979
2014,608631,608631,43 Strickland Road,Parkville,2006,Residential,144.9407,-37.7767
2014,104525,104525,91-97 Grey Street,East Melbourne,,Residential,144.9865,-37.8121
2014,110237,110237,6-8 Wolseley Parade,Kensington,1901,Public,144.9302,-37.7954
2014,609314,609314,194-206 Harbour Esplanade,Docklands,2008,Commercial,144.9449,-37.814
2014,107372,107372,61 Park Street,South Yarra,,Residential,144.9817,-37.8361
2014,102565,102565,38-40 Domain Street,South Yarra,,Residential,144.9787,-37.8363
2014,511143,511143,270 Elgin Street,Carlton,,Residential,144.9652,-37.7967
2014,103530,103530,9 Erskine Street,North Melbourne,,Residential,144.9464,-37.7953
2014,106465,106465,12-18 Marne Street,South Yarra,1940,Residential,144.9841,-37.837
2014,101323,101323,24 Brougham Street,North Melbourne,,Residential,144.9455,-37.7934
2014,615789,615789,21 Pridham Street,Kensington,1900,Residential,144.9312,-37.7894
2014,102153,102153,156-160 Collins Street,Melbourne (CBD),1914,Commercial,144.9682,-37.8146
2014,508929,508929,83 Courtney Street,North Melbourne,,Residential,144.9512,-37.8001
2014,103295,103295,490-494 Elizabeth Street,Melbourne (CBD),1900,Commercial,144.9604,-37.8074
2014,100309,100309,12 Albermarle Street,Kensington,,Residential,144.9335,-37.7962
2014,614613,614613,37 McConnell Street,Kensington,1900,Residential,144.9289,-37.7912
2014,594955,594955,46 Munster Terrace,North Melbourne,,Residential,144.9426,-37.8028
2014,107141,107141,19-21 Palmerston Place,Carlton,,Residential,144.9655,-37.7958
2014,110870,110870,5 Matthews Mews,Kensington,,Residential,144.921,-37.7947
2014,108836,108836,10 Southey Street,Kensington,,Residential,144.9305,-37.7982
2014,531442,531442,116 Station Street,Carlton,,Residential,144.9747,-37.7947
2014,569237,569237,146B Kensington Road,Kensington,,Residential,144.9202,-37.7981
2014,109962,109962,4 Warwick Street,North Melbourne,,Residential,144.9535,-37.8043
2014,100082,100082,503 Abbotsford Street,North Melbourne,,Residential,144.9467,-37.7945
2014,100668,100668,8 Baillie Street,North Melbourne,,Residential,144.9475,-37.8013
2014,104691,104691,14-16 Harker Street,North Melbourne,,Residential,144.9498,-37.7981
2014,106728,106728,6-8 Molesworth Street,North Melbourne,,Residential,144.9495,-37.7985
2014,623963,623963,6 Boughton Place,West Melbourne (Residential),2009,Residential,144.9519,-37.8115
2014,107796,107796,549-553 Punt Road,South Yarra,,Residential,144.9854,-37.8423
2014,100423,100423,122-124 Anderson Street,South Yarra,1997,Residential,144.9849,-37.8299
2014,103061,103061,39 Elgin Street,Carlton,,Residential,144.9734,-37.798
2014,103417,103417,75-77 Errol Street,North Melbourne,1970,Retail,144.9493,-37.8033
2014,633946,633946,18 Scotia Street,North Melbourne,2012,Residential,144.9489,-37.8013
2014,101733,101733,42 Carlton Street,Carlton,,Residential,144.9729,-37.8009
2014,108139,108139,78 Railway Place,West Melbourne (Residential),,Residential,144.9442,-37.8089
2014,105258,105258,24 Kensington Road,Kensington,,Residential,144.9264,-37.7946
2014,602914,602914,26 Little Curzon Street,North Melbourne,1990,Residential,144.9486,-37.8041
2014,105222,105222,167-169 Kensington Road,West Melbourne (Industrial),1940,Commercial,144.9184,-37.8001
2014,109260,109260,15-19 Swanston Street,Melbourne (CBD),1945,Public,144.9668,-37.8171
2014,110101,110101,223-229 William Street,Melbourne (CBD),1969,Commercial,144.957,-37.814
2014,110944,110944,65W Toorak Road,South Yarra,1948,Public,144.98,-37.838
2014,110537,110537,1-27 South Wharf Promenade,Southbank,1970,Public,144.9541,-37.8243
2014,559291,559291,63-67 Lorimer Street,Docklands,1997,Commercial,144.9448,-37.8254
2014,104482,104482,28 Grattan Street,Carlton,,Residential,144.9688,-37.8007
2014,608396,608396,8 Sauvage Street,Parkville,2006,Residential,144.9414,-37.7769
2014,613977,613977,21-23 Hayes Lane,East Melbourne,,Residential,144.99,-37.8141
2014,108479,108479,113-115 Royal Parade,Parkville,1901,Residential,144.9578,-37.7935
2014,100725,100725,4 Bangalore Street,Kensington,,Residential,144.9258,-37.7931
2014,617837,617837,3 Watsons Walk,Kensington,1989,Residential,144.9249,-37.7909
2014,107159,107159,69A Palmerston Street,Carlton,1989,Residential,144.9725,-37.797
2014,108067,108067,103-105 Queen Street,Melbourne (CBD),1957,Commercial,144.9609,-37.8162
2014,577279,577279,1 Little Baillie Street,North Melbourne,,Residential,144.9463,-37.8011
2014,102372,102372,82 Curzon Street,North Melbourne,,Residential,144.9486,-37.8023
2014,105803,105803,56-58 Lothian Street,North Melbourne,2005,Residential,144.9451,-37.8022
2014,616667,616667,27 Hopetoun Street,Kensington,1911,Residential,144.9266,-37.7922
2014,615549,615549,71 Barnett Street,Kensington,1900,Residential,144.9323,-37.7936
2014,106346,106346,43 McAllister Mews,Kensington,,Residential,144.92,-37.793
2014,592067,592067,41 Bateman Road,Kensington,,Residential,144.9182,-37.7957
2014,108288,108288,27 The Ridgeway,Kensington,,Residential,144.9258,-37.7945
2014,110612,110612,113-129 Sturt Street,Southbank,1892,Commercial,144.967,-37.8271
2014,107495,107495,137 Peel Street,North Melbourne,,Residential,144.9558,-37.8048
2014,104588,104588,38-48 Haines Street,North Melbourne,1960,Retail,144.9467,-37.7982
2014,614958,614958,45 Rankins Road,Kensington,1900,Residential,144.9321,-37.79
2014,110393,110393,274 City Road,Southbank,1885,Commercial,144.9592,-37.8262
2014,100391,100391,21-23 Alexandra Avenue,South Yarra,1940,Residential,144.9862,-37.8294
2014,533326,533326,20-24 Vale Street,North Melbourne,,Commercial,144.9536,-37.7997
2014,103185,103185,215 Elizabeth Street,Melbourne (CBD),1901,Commercial,144.9625,-37.8135
2014,102657,102657,169 Drummond Street,Carlton,1870,Commercial,144.9677,-37.8024
2014,614981,614981,61 Eastwood Street,Kensington,1900,Residential,144.9304,-37.7909
2014,104533,104533,129-135 Grey Street,East Melbourne,,Residential,144.9849,-37.8121
2014,616967,616967,11 Caytre Crescent,North Melbourne,,Residential,144.9393,-37.7951
2014,104846,104846,1115 Hoddle Street,East Melbourne,,Residential,144.9901,-37.8152
2014,106389,106389,27-31 Manningham Street,Parkville,1910,Residential,144.9422,-37.7881
2014,106224,106224,262 Lygon Street,Carlton,1870,Public,144.9672,-37.801
2014,107467,107467,8 Peckville Street,North Melbourne,,Residential,144.9432,-37.7954
2014,100863,100863,38 Bayles Street,Parkville,1870,Residential,144.9564,-37.7941
2014,624234,624234,7 Smyth Mews,North Melbourne,2010,Residential,144.9412,-37.793
2014,102331,102331,15 Curzon Street,West Melbourne (Residential),,Residential,144.9473,-37.8057
2014,614189,614189,10 Willam Street,Parkville,,Residential,144.9399,-37.7766
2014,111023,111023,Alexandra Avenue,Melbourne (Remainder),1959,Public,144.9745,-37.8234
2014,108380,108380,92 Roden Street,West Melbourne (Residential),,Residential,144.9481,-37.8071
2014,109408,109408,166 Swanston Street,Melbourne (CBD),1901,Commercial,144.9661,-37.8138
2014,615220,615220,22 Hopetoun Street,Kensington,1900,Residential,144.9265,-37.7917
2014,614872,614872,54 Parsons Street,Kensington,1925,Residential,144.9339,-37.7903
2014,106561,106561,1 Miller Street,West Melbourne (Residential),,Residential,144.9474,-37.8062
2014,618092,618092,7 Youlden Street,Kensington,1991,Residential,144.9262,-37.7891
2014,108320,108320,34 The Ridgeway,Kensington,,Residential,144.9252,-37.7943
2014,530926,530926,490 Spencer Street,West Melbourne (Residential),1988,Commercial,144.9493,-37.8088
2014,100899,100899,65 Bayswater Road,Kensington,1977,Residential,144.9231,-37.7941
2014,101472,101472,166 Canning Street,Carlton,,Residential,144.9738,-37.7946
2014,109510,109510,168W-172W Toorak Road,South Yarra,1960,Residential,144.9855,-37.8378
2014,109780,109780,590-592 Victoria Street,North Melbourne,,Residential,144.9466,-37.8045
2014,616911,616911,50 Alfred Street,North Melbourne,1945,Residential,144.9393,-37.7905
2014,101436,101436,179 Canning Street,Carlton,,Residential,144.9732,-37.7943
2014,106232,106232,238 Lygon Street,Carlton,1870,Public,144.9672,-37.8016
2014,101003,101003,2 Belmont Road,Kensington,,Residential,144.9236,-37.7928
2014,100518,100517,180 Arden Street,North Melbourne,,Residential,144.9455,-37.8001
2014,108185,108185,311 Rathdowne Street,Carlton,,Residential,144.9698,-37.7994
2014,108783,108783,76 Simpson Street,East Melbourne,,Residential,144.9885,-37.8147
2014,107806,107806,639 Punt Road,South Yarra,,Residential,144.9859,-37.8399
2014,109338,109338,908-910 Swanston Street,Carlton,,Residential,144.9653,-37.7951
2014,102713,102713,372-374 Drummond Street,Carlton,1890,Residential,144.9694,-37.797
2014,106243,106243,164 Lygon Street,Carlton,1920,Retail,144.9668,-37.8034
2014,108978,108978,35-47 Spring Street,Melbourne (CBD),1974,Commercial,144.9739,-37.8142
2014,616114,616114,23 Rankins Road,Kensington,1910,Residential,144.9322,-37.7892
2014,627676,627676,9 McConnell Street,Kensington,2010,Residential,144.9288,-37.7903
2014,589452,589452,278-284 Lorimer Street,Port Melbourne,2010,Commercial,144.9058,-37.8259
2014,109425,109425,22-24 Tankard Street,Kensington,,Residential,144.9199,-37.7964
2014,109577,109577,112 Vale Street,East Melbourne,,Residential,144.988,-37.818
2014,109714,109714,345 Victoria Street,West Melbourne (Residential),1887,Public,144.95,-37.8055
2014,103424,103424,97 Errol Street,North Melbourne,1850,Residential,144.9494,-37.8026
2014,618091,618091,5 Youlden Street,Kensington,1991,Residential,144.9263,-37.7891
2014,111078,111078,16-26 Orr Street,Carlton,2008,Residential,144.9654,-37.8063
2014,108456,108456,43-49 Royal Parade,Parkville,1873,Public,144.9575,-37.7955
2014,100280,100280,48 Airlie Street,South Yarra,,Residential,144.9872,-37.8318
2014,104129,104129,17 Gatehouse Drive,Kensington,,Residential,144.92,-37.7917
2014,559022,559022,111-113 Grattan Street,Carlton,1878,Commercial,144.9658,-37.8008
2014,102122,102122,454-456 Collins Street,Melbourne (CBD),1960,Commercial,144.9592,-37.8173
2014,108444,108444,22-40 Rosslyn Street,West Melbourne (Residential),1932,Commercial,144.9529,-37.8073
2014,101451,101451,210 Canning Street,Carlton,,Residential,144.9739,-37.7936
2014,103791,103791,64 Fitzgibbon Street,Parkville,,Residential,144.9572,-37.7948
2014,106835,106835,40 Musgrove Mews,Kensington,,Residential,144.9201,-37.7917
2014,111472,103756,Slater Street,South Yarra,,Commercial,144.9815,-37.8413
2014,107483,107483,73-75 Peel Street,West Melbourne (Residential),1930,Retail,144.9555,-37.8065
2014,108709,108709,34 Shiel Street,North Melbourne,,Residential,144.9434,-37.7967
2014,104496,104496,26 Greenham Place,Kensington,,Residential,144.9206,-37.792
2014,103254,103254,683-685 Elizabeth Street,North Melbourne,1970,Retail,144.9571,-37.8023
2014,100550,100550,189-197 Arden Street,North Melbourne,1970,Retail,144.9415,-37.8005
2014,106253,106253,42-54 Lygon Street,Carlton,1864,Public,144.9665,-37.8058
2014,101058,101058,130-136 Berkeley Street,Carlton,1930,Retail,144.9589,-37.8024
2014,100176,100176,31-37 Acland Street,South Yarra,,Residential,144.9845,-37.8335
2014,105862,105862,542-546 Little Bourke Street,Melbourne (CBD),2003,Public,144.9564,-37.8148
2014,103045,103045,163 Eastwood Street,Kensington,,Residential,144.9318,-37.796
2014,614603,614603,39 McCracken Street,Kensington,1900,Residential,144.9281,-37.7912
2014,108982,108982,93-101 Spring Street,Melbourne (CBD),1972,Residential,144.9732,-37.8126
2014,107235,107235,20 Palmerston Street,Carlton,,Residential,144.9744,-37.7965
2014,110001,110001,110-112 Wellington Parade,East Melbourne,,Commercial,144.9865,-37.8162
2014,631632,631632,11 Curzon Place,North Melbourne,2011,Residential,144.9486,-37.8039
2014,108733,108733,29-37 Simpson Street,East Melbourne,1920,Public,144.9874,-37.8157
2014,108820,108820,29-31 Somerset Place,Melbourne (CBD),1910,Commercial,144.9623,-37.8136
2014,105633,105633,66 Leveson Street,North Melbourne,1870,Residential,144.9515,-37.8027
2014,608628,608628,45 Strickland Road,Parkville,2006,Residential,144.9407,-37.7766
2014,110976,110976,15 Matthews Mews,Kensington,,Residential,144.9209,-37.7949
2014,110481,640947,93-103 Clarendon Street,Southbank,1913,Unoccupied,144.9586,-37.8258
2014,105119,105113,Boathouse Drive,Melbourne (Remainder),1904,Commercial,144.9707,-37.8199
2014,107336,107336,68 Park Drive,Parkville,1870,Residential,144.9556,-37.7949
2014,103798,103798,50 Fitzgibbon Street,Parkville,,Residential,144.9572,-37.7952
2014,108748,108748,105 Simpson Street,East Melbourne,,Residential,144.988,-37.8137
2014,106730,106730,2 Molesworth Street,North Melbourne,,Residential,144.9496,-37.7986
2014,592842,592842,116-120 Peel Street,North Melbourne,,Residential,144.9564,-37.8053
2014,517590,517590,97-101 Kay Street,Carlton,,Residential,144.9718,-37.7953
2014,108847,108847,285-313 Spencer Street,Docklands,2013,Unoccupied,144.951,-37.8138
2014,110929,110929,30-34 Mercantile Parade,Kensington,,Residential,144.9202,-37.7958
2014,101425,101425,143 Canning Street,Carlton,,Residential,144.973,-37.7954
2014,109866,109866,24-34 Villiers Street,North Melbourne,1935,Commercial,144.9531,-37.8001
2014,627652,627652,47-49 Epsom Road,Kensington,,Residential,144.9253,-37.7922
2014,104929,104929,16 Hope Street,South Yarra,,Residential,144.9794,-37.8369
2014,107813,107813,683-701 Punt Road,South Yarra,1856,Public,144.9859,-37.8386
2014,615493,615493,97 McCracken Street,Kensington,1900,Residential,144.928,-37.7935
2014,100212,100212,223 Adderley Street,West Melbourne (Residential),,Residential,144.9447,-37.8085
2014,109880,109880,107-111 Walsh Street,South Yarra,,Residential,144.985,-37.8357
2014,102366,102366,136 Curzon Street,North Melbourne,,Residential,144.949,-37.8
2014,105965,105965,166-186 Little Collins Street,Melbourne (CBD),1891,Residential,144.9679,-37.8138
2014,627684,627684,10 Foundry Way,Docklands,2011,Residential,144.9382,-37.8228
2014,610467,610467,58 Strickland Road,Parkville,2006,Residential,144.9403,-37.7762
2014,581545,581545,62 Munster Terrace,North Melbourne,2003,Residential,144.9429,-37.802
2014,103649,103649,71-73 Fairbairn Drive,Kensington,1999,Residential,144.9198,-37.7966
2014,105548,105548,53 Leopold Street,South Yarra,,Residential,144.9827,-37.8365
2014,106190,106190,392-396 Lygon Street,Carlton,1901,Retail,144.9677,-37.7977
2014,111006,111006,4 McNamara Mews,Kensington,,Residential,144.9193,-37.7953
2014,512138,512138,153 Errol Street,North Melbourne,,Residential,144.9497,-37.8013
2014,105648,105648,8 Leveson Street,North Melbourne,,Residential,144.9512,-37.8046
2014,101993,101993,6-8 Church Street,Parkville,,Residential,144.9416,-37.7883
2014,107090,107090,11 O'Shanassy Street,North Melbourne,,Residential,144.9508,-37.8006
2014,110860,110860,351-387 Ingles Street,Port Melbourne,1990,Retail,144.9336,-37.8232
2014,109097,109097,178 Station Street,Carlton,,Residential,144.975,-37.7933
2014,618082,618082,20 Youlden Street,Kensington,1991,Residential,144.9255,-37.789
2014,107400,107400,74-76 Park Street,South Yarra,1910,Residential,144.9825,-37.8358
2014,109772,109772,618-620 Victoria Street,North Melbourne,,Residential,144.9458,-37.8044
2014,594935,594935,32 Newton Street,Kensington,2005,Residential,144.9224,-37.7964
2014,110056,110056,65 Westbourne Road,Kensington,,Residential,144.9219,-37.7936
2014,101877,101877,11 Charles Street,Carlton,,Residential,144.9724,-37.7945
2014,105018,105018,93 Howard Street,North Melbourne,1910,Commercial,144.9535,-37.8048
2014,588814,588814,11 Weirs Lane,North Melbourne,,Residential,144.9499,-37.7983
2014,611181,611181,8 Purcell Street,North Melbourne,,Residential,144.9492,-37.8021
2014,618180,618180,1-17 The Lairidge,Kensington,1998,Residential,144.9242,-37.7896
2014,102759,102759,188 Drummond Street,Carlton,,Residential,144.9687,-37.802
