Census year,Property ID,Base property ID,Street address,CLUE small area,Construction year,Predominant space use,x coordinate,y coordinate
2014,615617,615617,10 Collett Street,Kensington,1900,Residential,144.9335,-37.7892
2014,617835,617835,1 Watsons Walk,Kensington,1989,Residential,144.925,-37.7908
2014,106111,106111,197 Lygon Street,Carlton,1890,Retail,144.9666,-37.801
2014,615670,615670,38 Smith Street,Kensington,1900,Residential,144.9333,-37.7918
2014,617020,617020,140 Bellair Street,Kensington,1900,Residential,144.9296,-37.7927
2014,627683,627683,47 South Wharf Drive,Docklands,2011,Residential,144.9382,-37.8227
2014,618675,618675,15 Berry Street,East Melbourne,,Residential,144.9883,-37.8188
2014,614185,614185,18 Willam Street,Parkville,,Residential,144.9401,-37.7761
2014,590042,590042,23-25 Leveson Street,North Melbourne,,Residential,144.9507,-37.8044
2014,111270,104201,4 Gatehouse Drive,Kensington,2007,Retail,144.9194,-37.7917
2014,614962,614962,32 Parsons Street,Kensington,1900,Residential,144.933,-37.7902
2014,615547,615547,65 Barnett Street,Kensington,1900,Residential,144.9323,-37.7935
2014,618155,618155,13 Deveney Street,Kensington,1993,Residential,144.9273,-37.7891
2014,614581,614581,58-60 Bellair Street,Kensington,1910,Residential,144.9292,-37.7904
2014,637398,637398,9 Stokehold Mews,Docklands,2012,Residential,144.9372,-37.8226
2014,615632,615632,62 Epsom Road,Kensington,1910,Residential,144.9256,-37.7915
2014,617838,617838,4 Watsons Walk,Kensington,1989,Residential,144.9249,-37.791
2014,615028,615028,14 Mulgrave Street,Kensington,1900,Residential,144.931,-37.7909
2014,579421,579421,117 Abbotsford Street,West Melbourne (Residential),2003,Residential,144.9448,-37.8049
2014,102649,102649,149 Drummond Street,Carlton,1870,Public,144.9677,-37.8031
2014,616405,616405,3 Hopetoun Street,Kensington,1900,Residential,144.9272,-37.7919
2014,104671,106681,24 Hardwicke Street,North Melbourne,,Residential,144.9479,-37.7979
2014,614849,614849,63-67 McConnell Street,Kensington,1900,Residential,144.929,-37.792
2014,615883,615883,61 Market Street,Kensington,1900,Residential,144.9267,-37.7904
2014,626936,626936,56 Shiel Street,North Melbourne,,Residential,144.9427,-37.7963
2014,110630,110630,9-15 Moray Street,Southbank,1936,Commercial,144.9608,-37.8268
2014,617918,617918,66 Market Street,Kensington,1990,Residential,144.9257,-37.7904
2014,627727,627727,5 Canal Mews,Docklands,2011,Residential,144.9391,-37.8231
2014,615606,615606,4 Collett Street,Kensington,1900,Residential,144.9335,-37.789
2014,614856,614856,64 Bellair Street,Kensington,1900,Residential,144.9292,-37.7906
2014,614685,614685,2 Smith Street,Kensington,2005,Residential,144.9308,-37.7914
2014,616005,616005,8 Pridham Street,Kensington,2001,Residential,144.9307,-37.789
2014,107763,107763,6-10 Provost Street,North Melbourne,1960,Commercial,144.9477,-37.8019
2014,103143,103143,146-154 Elgin Street,Carlton,1883,Commercial,144.9696,-37.7971
2014,616121,616121,39 Lambeth Street,Kensington,1890,Residential,144.9345,-37.7904
2014,100186,100186,53-59 Adams Street,South Yarra,,Residential,144.9772,-37.8356
2014,615556,615556,5 Nottingham Street,Kensington,1900,Residential,144.9331,-37.789
2014,615152,615152,13-15 Barnett Street,Kensington,1900,Residential,144.9328,-37.7908
2014,614891,614891,48 Lambeth Street,Kensington,1900,Residential,144.9339,-37.7909
2014,614662,614662,71 Smith Street,Kensington,1900,Residential,144.935,-37.7915
2014,103162,103162,60 Elgin Street,Carlton,1870,Commercial,144.9726,-37.7974
2014,615810,615810,15 Parsons Street,Kensington,1925,Residential,144.9324,-37.7897
2014,615672,615672,57 Collett Street,Kensington,1985,Residential,144.9334,-37.792
2014,615961,615961,1 Eastwood Street,Kensington,1900,Residential,144.9299,-37.7887
2014,615790,615790,23 Pridham Street,Kensington,1900,Residential,144.9312,-37.7895
2014,617856,617856,62 Market Street,Kensington,1990,Residential,144.9258,-37.7903
2014,615787,615787,17 Pridham Street,Kensington,1900,Residential,144.9313,-37.7893
2014,615319,615319,44 Rankins Road,Kensington,1945,Residential,144.9315,-37.7902
2014,590038,590038,4A Raglan Street,North Melbourne,,Residential,144.9504,-37.8043
2014,500407,100180,9 Adams Street,South Yarra,,Residential,144.9771,-37.8367
2014,618105,618105,28 Liddy Street,Kensington,1991,Residential,144.9258,-37.7896
2014,102628,102628,95 Drummond Street,Carlton,1891,Commercial,144.9673,-37.8045
2014,105819,105819,12 Lothian Street,North Melbourne,1970,Retail,144.9446,-37.8037
2014,614963,614963,46 Barnett Street,Kensington,1900,Residential,144.932,-37.7922
2014,593689,593689,4 Stedeford Lane,North Melbourne,,Residential,144.9519,-37.8037
2014,108195,108195,391-395 Rathdowne Street,Carlton,1990,Commercial,144.9703,-37.7971
2014,614813,614813,22 McConnell Street,Kensington,1900,Residential,144.9284,-37.7905
2014,616929,616929,2B Wight Street,Kensington,1997,Residential,144.9294,-37.7934
2014,615271,615271,139 Rankins Road,Kensington,1900,Residential,144.9315,-37.7932
2014,615130,615130,23 Gordon Crescent,Kensington,1900,Residential,144.9265,-37.791
2014,615153,615153,11 Barnett Street,Kensington,1999,Residential,144.9328,-37.7907
2014,615134,615134,25-27 Smith Street,Kensington,1970,Residential,144.9328,-37.7913
2014,617554,617554,19 McCabe Place,North Melbourne,1996,Residential,144.9416,-37.7903
2014,618396,618396,20 Market Street,Kensington,1997,Residential,144.9273,-37.7895
2014,615612,615612,18 Lambeth Street,Kensington,1900,Residential,144.9342,-37.7894
2014,618107,618107,24 Liddy Street,Kensington,1991,Residential,144.9259,-37.7896
2014,592684,592684,25A Arden Street,North Melbourne,,Residential,144.951,-37.8013
2014,598987,598987,Evan Walker Bridge,Southbank,1998,Public,144.9651,-37.8197
2014,618006,618006,30 Little Bendall Street,Kensington,1997,Residential,144.9233,-37.7892
2014,618311,618311,369 Racecourse Road,Kensington,1991,Residential,144.9282,-37.7882
2014,108567,108567,300 Russell Street,Melbourne (CBD),1925,Commercial,144.9669,-37.8095
2014,615584,615584,35 Parsons Street,Kensington,1900,Residential,144.9332,-37.7898
2014,110631,110631,21-29 Moray Street,Southbank,2002,Commercial,144.9611,-37.8273
2014,617062,617062,168 Bellair Street,Kensington,1891,Residential,144.9298,-37.7934
2014,106468,106468,21-23 Mary Street,North Melbourne,1950,Retail,144.952,-37.7993
2014,616768,616768,27 Hopetoun Street,Kensington,2004,Residential,144.9267,-37.7924
2014,618135,618135,30 Maloney Street,Kensington,1994,Residential,144.9281,-37.789
2014,108484,108484,129-133 Royal Parade,Parkville,1942,Residential,144.9578,-37.7931
2014,632890,632890,128 Newquay Promenade,Docklands,2011,Residential,144.9378,-37.8162
2014,615355,615355,66 Barnett Street,Kensington,1915,Residential,144.9318,-37.7934
2014,618220,618220,15 Serong Street,Kensington,1992,Residential,144.9254,-37.7886
2014,617934,617934,20 Export Lane,Kensington,1990,Residential,144.9251,-37.7898
2014,614560,614560,7 McConnell Street,Kensington,1900,Residential,144.9288,-37.7902
2014,616375,616375,1 Hopetoun Street,Kensington,2001,Residential,144.9273,-37.7919
2014,615644,615644,20 Collett Street,Kensington,1900,Residential,144.9334,-37.7895
2014,614929,614929,117 Rankins Road,Kensington,1900,Residential,144.9316,-37.7923
2014,102924,102924,140-158 Dryburgh Street,North Melbourne,1970,Commercial,144.9438,-37.8032
2014,618158,618158,19 Deveney Street,Kensington,1993,Residential,144.9272,-37.789
2014,100821,100821,24-34 Barrett Street,Kensington,1970,Commercial,144.9342,-37.7977
2014,615535,615535,110 McConnell Street,Kensington,1900,Residential,144.9287,-37.7935
2014,111490,111490,25 Drummond Street,Carlton,1868,Commercial,144.967,-37.8063
2014,100975,100975,286 Bellair Street,Kensington,,Residential,144.9311,-37.7972
2014,615413,615413,25 Robertson Street,Kensington,1900,Residential,144.9327,-37.7928
2014,615170,615170,1 Gordon Crescent,Kensington,1900,Residential,144.9272,-37.7912
2014,557728,557728,27-29 Keppel Street,Carlton,1901,Residential,144.9667,-37.7964
2014,617764,617764,20 Bendall Street,Kensington,1996,Residential,144.9239,-37.7891
2014,615780,615780,11 Pridham Street,Kensington,1900,Residential,144.9313,-37.7891
2014,626950,626950,30-34 Little Park Street,South Yarra,2009,Residential,144.9811,-37.8364
2014,617763,617763,18 Bendall Street,Kensington,1996,Residential,144.924,-37.789
2014,617843,617843,7 Rigby Lane,Kensington,1989,Residential,144.9247,-37.7906
2014,616934,616934,124 Bellair Street,Kensington,1900,Residential,144.9296,-37.7923
2014,615315,615315,151 Rankins Road,Kensington,1888,Residential,144.9314,-37.7937
2014,106116,106116,213 Lygon Street,Carlton,1882,Retail,144.9667,-37.8003
2014,615666,615666,46 Smith Street,Kensington,1900,Residential,144.9337,-37.7918
2014,615090,615090,75 Market Street,Kensington,1900,Residential,144.926,-37.7909
2014,615158,615158,7 Barnett Street,Kensington,1900,Residential,144.9328,-37.7905
2014,618671,618671,7 Berry Street,East Melbourne,,Residential,144.9883,-37.819
2014,614658,614658,19 McCracken Street,Kensington,1900,Residential,144.928,-37.7905
2014,617030,617030,152 Bellair Street,Kensington,1900,Residential,144.9297,-37.7931
2014,615114,615114,4 Percy Street,Kensington,1900,Residential,144.9263,-37.7914
2014,615651,615651,225-233 Racecourse Road,Kensington,2005,Commercial,144.9335,-37.7888
2014,616930,616930,116 Bellair Street,Kensington,1900,Residential,144.9295,-37.7921
2014,614923,614923,49 Collett Street,Kensington,1890,Residential,144.9335,-37.7911
2014,614979,614979,57 Eastwood Street,Kensington,1980,Residential,144.9304,-37.7907
2014,615963,615963,3 Eastwood Street,Kensington,1900,Residential,144.9299,-37.7887
2014,615497,615497,1 New Street,Kensington,1900,Residential,144.9284,-37.7932
2014,614876,614876,75 Rankins Road,Kensington,1935,Residential,144.9319,-37.7908
2014,616926,616926,103 McConnell Street,Kensington,1900,Residential,144.9292,-37.7935
2014,614739,614739,115 Eastwood Street,Kensington,1935,Residential,144.9308,-37.7926
2014,616742,616742,179 Melrose Street,North Melbourne,1900,Residential,144.9425,-37.7906
2014,105136,105136,76-78 Jolimont Street,East Melbourne,1970,Commercial,144.9802,-37.8182
2014,106451,106451,51-53 Marne Street,South Yarra,1970,Residential,144.9838,-37.8352
2014,615496,615496,2 Wight Street,Kensington,1900,Residential,144.9284,-37.7934
2014,614917,614917,103 Rankins Road,Kensington,1900,Residential,144.9317,-37.792
2014,615541,615541,11 Nottingham Street,Kensington,1900,Residential,144.9331,-37.7893
2014,615732,615732,35 Robertson Street,Kensington,1900,Residential,144.9333,-37.7928
2014,616008,616008,14 Pridham Street,Kensington,2001,Residential,144.9307,-37.7891
2014,617985,617985,11 Weighbridge Lane,Kensington,1992,Residential,144.9248,-37.7895
2014,618141,618141,34 Maloney Street,Kensington,1995,Residential,144.928,-37.789
2014,614908,614908,49 Smith Street,Kensington,1900,Residential,144.9337,-37.7914
2014,616706,616706,80 McCracken Street,Kensington,1900,Residential,144.9274,-37.7935
2014,627704,627704,5 Barring Mews,Docklands,2011,Residential,144.9385,-37.823
2014,616761,616761,206 Boundary Road,North Melbourne,1910,Residential,144.9403,-37.7888
2014,617570,617570,6 George Street,North Melbourne,1900,Residential,144.9413,-37.7903
2014,105135,105135,80 Jolimont Street,East Melbourne,1890,Commercial,144.9801,-37.8182
2014,591410,591410,106 Derby Street,Kensington,,Residential,144.9291,-37.7983
2014,615964,615964,5 Eastwood Street,Kensington,1900,Residential,144.9299,-37.7887
2014,104981,104981,150 Hotham Street,East Melbourne,,Commercial,144.9852,-37.8139
2014,615885,615885,57 Market Street,Kensington,1900,Residential,144.9269,-37.7904
2014,627725,627725,1 Canal Mews,Docklands,2011,Residential,144.9391,-37.8232
2014,615122,615122,35 Smith Street,Kensington,1900,Residential,144.9331,-37.7913
2014,615258,615258,61 McCracken Street,Kensington,1900,Residential,144.9281,-37.7923
2014,106174,102697,480 Lygon Street,Carlton,,Residential,144.9694,-37.7948
2014,106683,106681,25 Molesworth Street,North Melbourne,,Residential,144.9479,-37.7979
2014,108657,108657,256-310 St Kilda Road,Southbank,1856,Commercial,144.9698,-37.8277
2014,100835,100835,95-129 Barry Street,Carlton,2003,Public,144.9593,-37.8014
2014,110485,110485,28-34 Clarendon Street,Southbank,1889,Commercial,144.9563,-37.8249
2014,101025,101025,20 Bennetts Lane,Melbourne (CBD),1945,Residential,144.9678,-37.8089
2014,104685,104685,1 Harker Street,North Melbourne,,Residential,144.9491,-37.798
2014,107340,107340,54-58 Park Drive,Parkville,,Residential,144.9553,-37.7951
2014,617673,617673,186 Boundary Road,North Melbourne,1900,Residential,144.9402,-37.7895
2014,615342,615342,161 Rankins Road,Kensington,1905,Residential,144.9313,-37.794
2014,102634,102634,107-109 Drummond Street,Carlton,1982,Commercial,144.9674,-37.8041
2014,108769,108769,152 Simpson Street,East Melbourne,,Residential,144.9891,-37.8112
2014,101994,101994,2-4 Church Street,Parkville,,Residential,144.9414,-37.7883
2014,614642,614642,48 McConnell Street,Kensington,1900,Residential,144.9285,-37.7915
2014,108445,108445,1 Royal Parade,Parkville,,Residential,144.9574,-37.7969
2014,100548,100548,6 Arden Street,North Melbourne,,Residential,144.9523,-37.801
2014,612726,612726,23-51 Cade Way,Parkville,1910,Residential,144.9401,-37.778
2014,102429,102429,1-3 De Feu Street,North Melbourne,1930,Retail,144.9432,-37.8018
2014,104289,104289,76 George Street,East Melbourne,,Residential,144.9878,-37.8153
2014,108801,108801,10 Sims Square,Kensington,,Residential,144.9218,-37.7907
2014,111017,111017,28 The Crescent,Kensington,,Residential,144.9191,-37.794
2014,110835,110835,6 Greenham Place,Kensington,,Residential,144.921,-37.7915
2014,580965,580965,196 Stockmans Way,Kensington,2003,Residential,144.9173,-37.7932
2014,111215,111207,180 Elgin Street,Carlton,1900,Residential,144.9686,-37.7968
2014,103813,103813,39-45 Flemington Road,North Melbourne,1965,Retail,144.955,-37.8002
2014,101040,101040,6 Bent Street,Kensington,,Residential,144.935,-37.7964
2014,105276,105276,59 Keppel Street,Carlton,,Residential,144.9659,-37.7954
2014,102914,102914,242-248 Dryburgh Street,North Melbourne,1920,Commercial,144.9442,-37.8009
2014,102830,102830,361 Dryburgh Street,North Melbourne,,Residential,144.9442,-37.7973
2014,110973,110973,85 Millswyn Street,South Yarra,,Residential,144.9801,-37.8354
2014,563757,563757,93 Mercantile Parade,Kensington,2001,Residential,144.9221,-37.797
2014,106143,106143,303 Lygon Street,Carlton,1901,Public,144.9671,-37.7982
2014,107381,107381,109-113 Park Street,South Yarra,1910,Residential,144.9817,-37.835
2014,573296,573296,50 Bateman Road,Kensington,,Residential,144.9179,-37.7955
2014,100960,100960,330-332 Bellair Street,Kensington,1950,Residential,144.9314,-37.7984
2014,109478,109478,32 Tennyson Street,Kensington,,Residential,144.9301,-37.7977
2014,585139,585139,19-21 Rourke Lane,Kensington,2003,Residential,144.917,-37.7934
2014,101916,101916,9 Chetwynd Street,West Melbourne (Residential),,Residential,144.9517,-37.8061
2014,107530,107530,126-128 Peel Street,North Melbourne,1996,Commercial,144.9565,-37.8051
2014,102744,102744,236 Drummond Street,Carlton,,Residential,144.9688,-37.8006
2014,103663,103663,33 Faraday Street,Carlton,,Residential,144.9736,-37.7996
2014,585138,585138,208 Stockmans Way,Kensington,2003,Residential,144.917,-37.7935
2014,105256,105256,28-30 Kensington Road,Kensington,,Residential,144.9262,-37.7947
2014,107961,107961,662-664 Queensberry Street,North Melbourne,1970,Commercial,144.9453,-37.8023
2014,110876,110876,27 Bateman Road,Kensington,,Residential,144.9186,-37.7954
2014,107401,107401,72 Park Street,South Yarra,,Residential,144.9825,-37.8359
2014,619507,619507,20-24 Astor Place,Carlton,,Residential,144.9684,-37.7968
2014,100879,100879,5 Bayswater Road,Kensington,,Residential,144.9252,-37.7928
2014,100394,100394,35-37 Alexandra Avenue,South Yarra,1985,Residential,144.987,-37.8302
2014,100741,100741,47-57 Barkly Street,Carlton,1977,Residential,144.9737,-37.799
2014,110192,110192,3 Wolseley Parade,Kensington,,Residential,144.9302,-37.796
2014,618024,618024,3 Bendall Street,Kensington,1989,Residential,144.9247,-37.7891
2014,616140,616140,33-41 Rankins Road,Kensington,1998,Residential,144.9321,-37.7896
2014,108593,108593,24-30 Russell Street,Melbourne (CBD),1993,Residential,144.9699,-37.816
2014,104647,104647,16-18 Hardiman Street,Kensington,,Residential,144.9321,-37.7958
2014,110204,110204,33-35 Wolseley Parade,Kensington,1960,Residential,144.9292,-37.7967
2014,102437,102437,18 Degraves Street,Parkville,,Residential,144.9573,-37.7934
2014,617530,617530,91-117 Melrose Street,North Melbourne,,Public,144.9417,-37.7929
2014,106297,106297,243-251 Macaulay Road,North Melbourne,1950,Retail,144.9385,-37.7956
2014,101964,101964,52-60 Chetwynd Street,West Melbourne (Residential),1990,Public,144.9525,-37.8066
2014,105485,105485,224-252 La Trobe Street,Melbourne (CBD),1991,Public,144.9623,-37.8097
2014,109313,109313,393-397 Swanston Street,Melbourne (CBD),1972,Public,144.9633,-37.8093
2014,612808,612808,61 Capel Street,West Melbourne (Residential),2007,Residential,144.9547,-37.8067
2014,108312,108312,54 The Ridgeway,Kensington,,Residential,144.9246,-37.7947
2014,107683,107683,82 Powlett Street,East Melbourne,,Residential,144.986,-37.814
2014,111457,103807,2-4 Lansdowne Street,East Melbourne,1933,Public,144.9805,-37.813
2014,107005,107005,3 Ormond Street,Kensington,,Residential,144.9306,-37.7969
2014,109877,109877,67-77 Walsh Street,South Yarra,1950,Residential,144.9848,-37.8363
2014,107906,107906,459 Queensberry Street,North Melbourne,1870,Residential,144.9521,-37.8036
2014,100299,100299,17 Albermarle Street,Kensington,,Residential,144.933,-37.796
2014,100241,100241,144 Adderley Street,West Melbourne (Residential),,Residential,144.9473,-37.8098
2014,100321,100321,15 Albert Street,East Melbourne,,Residential,144.9903,-37.8114
2014,617689,617689,27-31 Racecourse Road,North Melbourne,1980,Retail,144.941,-37.7897
2014,106444,106444,23-25 Marne Street,South Yarra,1999,Residential,144.9835,-37.8364
2014,606549,606549,2 Parkville Avenue,Parkville,2006,Residential,144.9416,-37.7815
2014,618390,618390,10-12 Market Street,Kensington,1997,Residential,144.9274,-37.7894
2014,103858,103858,233-239 Flemington Road,North Melbourne,1955,Retail,144.9474,-37.7941
2014,101555,101555,126 Capel Street,North Melbourne,,Residential,144.9556,-37.8051
2014,103618,103618,242-284 Exhibition Street,Melbourne (CBD),1992,Commercial,144.97,-37.8094
2014,100484,100484,143-145 Arden Street,North Melbourne,1960,Commercial,144.9445,-37.8006
2014,108598,109542,41 St Andrews Place,East Melbourne,1920,Commercial,144.9759,-37.8128
2014,512137,512137,151 Errol Street,North Melbourne,,Residential,144.9497,-37.8013
2014,109482,109482,24 Tennyson Street,Kensington,,Residential,144.9303,-37.7976
2014,101636,101636,400 Cardigan Street,Carlton,,Residential,144.9668,-37.7949
2014,601809,593728,425-427 Docklands Drive,Docklands,2005,Public,144.9392,-37.8152
2014,616014,616014,22 Pridham Street,Kensington,1900,Residential,144.9306,-37.7894
2014,107586,107586,27 Pitt Street,Carlton,,Residential,144.9721,-37.796
2014,101388,101388,18 Canning Street,North Melbourne,,Residential,144.9438,-37.7956
2014,103560,103560,72-74 Erskine Street,North Melbourne,,Residential,144.9428,-37.7943
2014,103327,103327,28-32 Elizabeth Street,Melbourne (CBD),1939,Public,144.9649,-37.8173
2014,102291,102291,11 Curran Street,North Melbourne,,Residential,144.9439,-37.7926
2014,109171,109171,1-5 Stockmans Way,Kensington,2000,Residential,144.9229,-37.7912
2014,104088,104088,229-241 Franklin Street,Melbourne (CBD),1945,Unoccupied,144.9571,-37.8097
2014,104164,104164,110 Gatehouse Street,Parkville,,Residential,144.9542,-37.7945
2014,107131,107131,49 Owen Street,Carlton,1940,Residential,144.9728,-37.8007
2014,100952,100952,39-43 Bedford Street,North Melbourne,,Residential,144.9562,-37.8017
2014,104573,104573,15 Haines Street,North Melbourne,,Residential,144.9495,-37.7991
2014,107505,107505,157 Peel Street,North Melbourne,,Residential,144.9559,-37.8044
2014,104340,104340,169 Gipps Street,East Melbourne,,Residential,144.9849,-37.8132
2014,104885,104885,79 Hope Street,South Yarra,1870,Residential,144.9792,-37.8354
2014,595174,595174,1 Fisken Place,Kensington,,Residential,144.9242,-37.7953
2014,616165,616165,8 Nottingham Street,Kensington,1990,Residential,144.9326,-37.7891
2014,104506,104506,37 Grey Street,East Melbourne,,Residential,144.9881,-37.8124
2014,109785,109785,570-578 Victoria Street,North Melbourne,1914,Public,144.9471,-37.8045
2014,100767,100767,141 Barkly Street,Carlton,,Residential,144.9711,-37.8005
2014,103841,103841,179-191 Flemington Road,North Melbourne,,Residential,144.9485,-37.7954
2014,102935,102935,50 Dryburgh Street,West Melbourne (Residential),1885,Residential,144.9433,-37.806
2014,107649,107649,170 Powlett Street,East Melbourne,,Residential,144.9866,-37.8102
2014,100493,100493,436 Arden Street,Kensington,,Residential,144.9301,-37.7984
2014,623558,110484,1 Convention Centre Place,Southbank,2009,Public,144.9524,-37.8254
2014,107089,107089,5-9 O'Shanassy Street,North Melbourne,,Residential,144.951,-37.8006
2014,103898,103898,96 Flemington Road,Parkville,1977,Residential,144.9419,-37.7885
2014,107563,107563,18 Peppercorn Walk,Kensington,,Residential,144.9226,-37.7922
2014,109204,109204,97 Stockmans Way,Kensington,,Residential,144.9202,-37.7925
2014,100405,100405,15 Altona Street,Kensington,,Residential,144.9272,-37.7991
2014,612507,612507,44 Leveson Street,North Melbourne,,Commercial,144.9513,-37.8038
2014,581546,581546,64 Munster Terrace,North Melbourne,2003,Residential,144.9429,-37.8019
2014,110342,110342,120-130 Southbank Boulevard,Southbank,1994,Commercial,144.9665,-37.824
2014,103416,103416,73 Errol Street,North Melbourne,1910,Retail,144.9493,-37.8034
2014,608385,608385,20 Sauvage Street,Parkville,2006,Residential,144.9415,-37.7762
2014,614853,614853,15 Wight Street,Kensington,1900,Residential,144.9284,-37.7938
2014,109777,109777,600 Victoria Street,North Melbourne,,Residential,144.9463,-37.8045
2014,105973,105973,32-36 Little Curran Street,North Melbourne,,Residential,144.9436,-37.7915
2014,103450,103450,211 Errol Street,North Melbourne,,Residential,144.9499,-37.7996
2014,594950,594950,56 Munster Terrace,North Melbourne,,Residential,144.9427,-37.8026
2014,101654,101654,344 Cardigan Street,Carlton,,Residential,144.9665,-37.7966
2014,617291,617291,2-22 Pampas Street,North Melbourne,1995,Residential,144.9409,-37.7943
2014,110950,110950,34-56 Poplar Road,Parkville,1960,Public,144.9475,-37.778
2014,107782,107782,477-479 Punt Road,South Yarra,,Residential,144.985,-37.8442
2014,105680,105680,139-143 Lonsdale Street,Melbourne (CBD),2005,Residential,144.9683,-37.8108
2014,101145,101145,341-357 Bourke Street,Melbourne (CBD),1925,Public,144.9637,-37.8144
2014,618080,618080,18 Youlden Street,Kensington,1991,Residential,144.9256,-37.7889
2014,102664,102664,183 Drummond Street,Carlton,,Residential,144.9678,-37.802
2014,101892,101892,9 Chelmsford Street,Kensington,,Residential,144.9322,-37.7961
2014,108498,108498,283-291 Royal Parade,Parkville,1930,Residential,144.9583,-37.7868
2014,111074,111074,27 Tankard Street,Kensington,,Residential,144.9204,-37.7963
2014,106684,106681,35 Molesworth Street,North Melbourne,,Residential,144.9479,-37.7979
2014,110260,110260,30-34 Wreckyn Street,North Melbourne,2004,Residential,144.9545,-37.8005
2014,105263,105263,14 Kensington Road,Kensington,,Residential,144.9267,-37.7944
2014,111454,103807,Wellington Parade,East Melbourne,1930,Public,144.9805,-37.813
2014,624238,624238,26 Smyth Mews,North Melbourne,2010,Residential,144.9408,-37.7928
2014,615415,615415,27 Robertson Street,Kensington,1900,Residential,144.9328,-37.7928
2014,597163,597163,35 Little Leveson Street,North Melbourne,,Residential,144.9515,-37.804
2014,109121,109121,108 Station Street,Carlton,,Residential,144.9747,-37.7949
2014,616843,616843,87-105 Racecourse Road,North Melbourne,1960,Commercial,144.9384,-37.7898
2014,104361,104361,54 Gipps Street,East Melbourne,,Residential,144.9878,-37.8129
2014,106932,106932,2-8 Faraday Street,Carlton,,Residential,144.9743,-37.7993
2014,109471,109471,48 Tennyson Street,Kensington,,Residential,144.9296,-37.7979
2014,109707,109707,309 Victoria Street,West Melbourne (Residential),1901,Commercial,144.9512,-37.8056
2014,103634,103634,12 Falshaws Lane,North Melbourne,,Residential,144.9496,-37.7998
2014,104128,104128,19 Gatehouse Drive,Kensington,,Residential,144.92,-37.7918
2014,100498,100498,426 Arden Street,Kensington,,Residential,144.9304,-37.7985
2014,616001,616001,4 Pridham Street,Kensington,1920,Residential,144.9307,-37.7889
2014,104411,104411,46 Gower Street,Kensington,,Residential,144.9276,-37.7956
2014,110364,110364,141-145 City Road,Southbank,1890,Unoccupied,144.9633,-37.8238
2014,106956,106956,191 Nicholson Street,Carlton,1870,Public,144.9749,-37.7957
2014,102834,102834,369-371 Dryburgh Street,North Melbourne,,Residential,144.9442,-37.7971
2014,615322,615322,37-39 Barnett Street,Kensington,1955,Residential,144.9325,-37.7922
2014,608414,608414,57 Parkville Avenue,Parkville,2006,Residential,144.9415,-37.7784
2014,101314,101314,42-44 Brougham Street,North Melbourne,,Residential,144.9436,-37.7932
2014,606532,606532,109 Oak Street,Parkville,2006,Residential,144.9419,-37.7805
2014,103046,103046,165 Eastwood Street,Kensington,,Residential,144.9319,-37.7961
2014,104308,104308,29 Gipps Street,East Melbourne,,Residential,144.9897,-37.8138
2014,103720,103720,128 Faraday Street,Carlton,,Residential,144.9705,-37.7988
2014,506138,506138,18 Chetwynd Street,West Melbourne (Residential),,Residential,144.9521,-37.8075
2014,615403,615403,11 Collett Street,Kensington,1900,Residential,144.9339,-37.7893
2014,108175,108175,277 Rathdowne Street,Carlton,,Residential,144.9697,-37.8002
2014,110215,110215,58 Wolseley Parade,Kensington,,Residential,144.9285,-37.7964
2014,578365,578365,76 Courtney Street,North Melbourne,2002,Residential,144.9525,-37.8004
2014,107398,107398,84 Park Street,South Yarra,,Residential,144.9825,-37.8356
2014,629900,629900,175 Wellington Parade,East Melbourne,,Transport,144.984,-37.8165
2014,558545,558545,75 Arden Street,North Melbourne,1920,Retail,144.9482,-37.801
2014,615391,615391,11 Robertson Street,Kensington,1900,Residential,144.9322,-37.7927
2014,110220,110220,46-48 Wolseley Parade,Kensington,,Residential,144.9288,-37.7963
2014,107949,107949,726 Queensberry Street,North Melbourne,,Residential,144.9431,-37.8021
2014,102687,102687,345-349 Drummond Street,Carlton,1887,Public,144.9687,-37.7977
2014,616741,616741,181 Melrose Street,North Melbourne,1900,Residential,144.9425,-37.7906
2014,106639,106639,103-107 Millswyn Street,South Yarra,,Residential,144.9802,-37.8349
2014,107044,107044,93 Ormond Street,Kensington,,Residential,144.9277,-37.7986
2014,103173,103173,43-53 Elizabeth Street,Melbourne (CBD),1981,Unoccupied,144.9642,-37.8171
2014,105212,105212,21 Kensington Road,Kensington,,Residential,144.9271,-37.7947
2014,614655,614655,77 Lambeth Street,Kensington,1999,Residential,144.9343,-37.7915
2014,101430,101430,161 Canning Street,Carlton,,Residential,144.9731,-37.7947
2014,615786,615786,15 Pridham Street,Kensington,1900,Residential,144.9313,-37.7892
2014,102045,102045,2-14 Cobden Street,North Melbourne,1940,Residential,144.9575,-37.8055
2014,110669,110669,353-359 Little Collins Street,Melbourne (CBD),1983,Commercial,144.963,-37.8157
2014,105925,105925,287-289 Little Collins Street,Melbourne (CBD),1884,Public,144.965,-37.815
2014,106454,106454,61-67 Marne Street,South Yarra,1970,Residential,144.9841,-37.8347
2014,108342,108342,12-20 The Righi,South Yarra,,Residential,144.987,-37.8328
2014,102934,102934,96-110 Dryburgh Street,North Melbourne,1960,Retail,144.9436,-37.8041
2014,102428,102428,12-14 Day Street,South Yarra,,Residential,144.9802,-37.8346
